,id,name,category,ratings,review_counts,zip_code
17142,Rnck2nc0j-FbolNiae2grg,Golden Asian Cuisine,Asian Fusion,4.0,27,M9W 0B1
17143,c-hapDBIAZ9Uw4pB59Xc-g,The Hearth,American (Traditional),2.5,282,L5P 1B2
17144,1fnaD5AuE6g3XfG8e1zNnQ,Mama's Tofu,Vietnamese,4.5,23,M6L 3C9
17145,rFb9J1njudA6j7zym5hL1Q,Magoo's Gourmet Hamburgers & Ice-Cream,Burgers,3.5,65,M8X 1Y6
17146,0C6uuZBD7xKS-uucgwoyQw,The Mission Eatery,Cafes,4.0,40,L4V 1T1
17147,HAqFrpN8ukzFZuSgTvLijw,Faley Restaurant,Indian,3.5,47,M9W 5Z3
17148,hyXNS3tSmi6njhBjgo8eGw,Toji Sushi,Sushi Bars,4.0,47,M9A 1C2
17149,iMDVMA9Oo6AiKrq3Mo-rHg,Ruths Chris Steak House Toronto Airport,Steakhouses,3.5,47,M9W 1J9
17150,I9dtHZMPnhgatLqni6EJrA,Wahlburgers,Burgers,2.5,187,L5P 1B2
17151,gaEgDDKsuBVzDFg8wsF2Ig,Apache Burgers,Hot Dogs,3.0,146,M9B 1A7
17152,09Z8oXGu9qA9xBwzgSFVfg,Plan B,South African,4.5,21,M8X 1B3
17153,0Rw40S_OgNnoeGq9nQ5oGA,Milestones,Canadian (New),3.0,52,M9W 1J1
17154,Y8WQEE41enzefOEq_Gmhww,Cho Dang Soon Tofu,Korean,3.5,78,M9A 1B9
17155,jCA6s8HQfZqSKxH5pCOZWw,Dundas Street Grille,Breakfast & Brunch,3.5,69,M9B 1A9
17156,qf-5sgc0x0IC_bIdJZL0yQ,Prince Japanese Steak House,Japanese,3.5,70,M9C 5M1
17157,sJP0GYO2pi7rwNFFcH7iBQ,Sido Shawarma,Middle Eastern,3.5,35,M9W 1J9
17158,XIX4xuzrt3IzvjX9MtHr9g,Mayflower Chinese Food,Chinese,3.5,35,M9P 3B6
17159,DBzIH3gX6Qf2hedvHb02UA,Ali Baba's Restaurant,Mediterranean,4.5,20,M9W 1P7
17160,nZPfBCI3VLn9i-yLcpAGew,Silver Chopsticks,Vietnamese,4.5,8,M9W 1H7
17161,v4dMYtyjeYmx_YAanhsFjw,Lone Star Texas Grill,Tex-Mex,3.0,75,M9W 1J9
17162,3NbKnD5bI3tU-tNM-Y0TGQ,Chubby's Fish N'chips,Seafood,4.0,26,M9W 3W8
17163,yIv16u-qg-kkY20Fdho2Lg,Pho House,Vietnamese,3.0,96,M9B 1A8
17164,RDqut1o5n3wuwUZa0CJ3jg,Kingsway Fish & Chips,Seafood,4.0,43,M8X 1C4
17165,Lyzr1uckXL0U-iBoMc0yfg,Makimono,Sushi Bars,2.5,75,M9W 1J1
17166,GAgEoHcf4PSuZRS5Zd3ltA,Q's Shawarma,Mediterranean,4.0,16,M9W 4W6
17167,Zn6DD4bPZPp0haHQB2U3Eg,Bake Sale at Six Points,Bakeries,4.0,41,M8Z 5Z4
17168,c-6ECG_qjX09UBOI1VrZyg,Milano's Pizza,Pizza,4.0,47,M9B 1L3
17169,hjdKH8-hrV97anWxX0JBqQ,Creme De La Creme Cafe,Breakfast & Brunch,3.5,67,M8X 1C1
17170,pC8o1PGius8SKDjeF79hhA,Sun Crisp Fish & Chips,Seafood,4.5,12,M9N 1X7
17171,xjpYR4BxVpVob-DYD7y_ug,Mill Street Brewery,British,3.0,107,L4W 1S9
17172,WfG88vgl7dIcEXxbjolUlA,La Rose Bakery,Bakeries,3.5,23,M9P 1B2
17173,m_20MPMSFeNHI8Ssabb-0w,Richview Bakery-Deli,Bakeries,4.5,9,M9R 2R5
17174,AMug9zQbMrdw7aM1EaMDsw,State & Main Kitchen & Bar,Bars,3.5,31,M9B 6L5
17175,8S60rwfUEDwOv0VE27ySTg,Demetres,Desserts,3.5,39,M8X 2J2
17176,5zjYmX8Cj5wHWGwag7H2hg,Plaza Premium Lounge Toronto,Airport Lounges,3.0,83,L4W 1S9
17177,gh-nY0AZC7dVgDrXk5BpGw,Golden Crisp Fish & Chips,Seafood,4.0,33,M6M 4R8
17178,8mVw8onopJRADM6CQTYd1A,Ginko Japanese Restaurant,Japanese,3.5,24,M9W 1J3
17179,6r0r0cJSLvh2BDir8TaxPw,Wakame Sushi,Japanese,3.0,72,M9N 3V9
17180,yADOyFmSlHuixlQ4MtHhcQ,Perkins Restaurant & Bakery,Cafes,2.5,47,M9W 1J1
17181,Q4p_mqo0R98KeeIYCLA6-g,La Scala Cuisine,Italian,4.0,16,L4W 5A8
17182,8T7GrBcD-wzGxpoSuRzkmw,Air Canada Signature Suite,Airport Lounges,5.0,8,L4W 2P7
17183,YXeRxDKwR0EuVKQwvTQVBQ,Souvlaki Hut Greek Taverna,Greek,4.5,18,M8X 1C8
17184,hY77DYw8mh1WT9yypK4qyA,Arizona Grill Lounge,Barbeque,2.5,109,M9W 5X8
17185,tqumNKvNmeII_DRG6SdRuw,Bite,American (Traditional),4.5,19,M9C 5K5
17186,a5LPHftunsV3OciDaumJXQ,Galata Cafe,Turkish,4.0,24,M9A 1C2
17187,rGCDSZczGBSdLN9wiz0iXw,Apropos,American (Traditional),3.0,73,L5P 1B2
17188,SbqlNhbtfW6Wyj61vyWxUg,Boccone Pronto,Coffee & Tea,2.5,106,L5P 1B2
17189,X3F49Z1CqZt9fiobdl2EQQ,Turtle Jack's,Sports Bars,3.0,37,M9W 1J8
17190,kD05qsPROIFoEhgQIp_Vig,Gohyang Restaurant + Bar,Sushi Bars,4.0,20,M9A 1C2
17191,nCxaN9un60UpE1sWf8gGqA,Harry's Steak House,Steakhouses,4.5,14,M8X 1E2
17192,owswkOnn3JN6lK7Dm9gRCw,Asian Express,Asian Fusion,3.5,16,M9R
17193,OnwpOGJ0LjhqbSPuYbKBWA,Lola's Kusina,Filipino,3.5,17,M9W 1N7
17194,Rf_ZbN2jWNnLBLdh_ZMBIg,Ikkoi,Sushi Bars,4.5,12,M9A 1C2
17195,E-K2U1RPX4Cy268CRxOMDQ,Messina Bakery,Bakeries,4.0,24,M6N 4J5
17196,wcA9l9NQ_Pkrl4qPyDtH7w,Twist By Roger Mooking,Caribbean,2.5,95,L5P 1B2
17197,lkq6i2x3vUsR7ZNrIFqoIw,The Monks Kettle,Bars,3.5,33,M8X
17198,uCJ3IC6mRw0cgC8sOKAL9w,Green Mango,Thai,3.0,66,M8X 1C2
17199,gZxqIDN4d53uydH-qM5OAQ,Henry VIII Ale House,Pubs,4.0,22,M8X 1C8
17200,kf9FtBLOibE9lvWSyVAV_w,Gojima,Japanese,3.5,29,M8X 1E9
17201,9WIJ_5Zvkf4aB425f7G3gw,Quesada Burritos & Tacos,Mexican,3.5,15,M9W 1J1
17202,PURgPku_Tv6hmAEI0z5X2Q,Renforth Mall Fish & Chips,Seafood,4.0,13,M9C 2N2
17203,ZRkq9vnzE6r8pmzAjy1fDQ,Village Trattoria,Italian,4.0,15,M9A 1B2
17204,1vrrpIhpK628PUA0XWWd8g,Starving Artist,Breakfast & Brunch,3.5,25,M9W 4K8
17205,avjmgk1M-zyGyzLujpXi9g,Kitchen King Jerk,Caribbean,4.0,12,M9N 3P1
17206,iYVHx6Yy1Ut8JjLY40eUyg,Patricia's Cake Creations,Desserts,4.0,14,M8X 1X3
17207,0r6N4FBduexsQaqYDemxIQ,Fantasy Fair,Amusement Parks,4.0,27,M9W 6K5
17208,eeyekhEcL3nf22V71b0Vqw,Hong Kong Gourmet,Chinese,3.5,25,M9C 3H9
17209,-xJ9IV9C6WMlz79vEntAJA,The Irish Shebeen,Pubs,3.5,50,M9C 5K5
17210,jahWrZZ1RzB4PfZnkuHUHA,Ginger Pho,Vietnamese,3.5,26,M9N 2A9
17211,lDkntdGxMNZ-lGnvqW5kIA,Plaka,Greek,4.0,16,L4W 5A8
17212,ZL2OfyeW8JM2wSbAiaMQYQ,Wally's Grill,Diners,3.5,23,M9W 1P1
17213,sqn5jdCYgGLWxTYBbrhHpQ,Amigos Latin Flavour,Mexican,4.5,23,M3M 3C6
17214,U3gBH2iJxlajlMSOP9UtNw,Nguyên Huong,Vietnamese,4.5,11,M3L 1A5
17215,pyvxQ1eCeU62I9cWr5uo1g,2 Bros Cuisine,Mediterranean,3.0,18,M9P 3B5
17216,hWrr711CC8UpHvQPKyluqQ,Sempre Pizza & Pasta,Italian,4.0,22,M8X 1C4
17217,xD7cl0fmr_nPbuCOro_vYA,Remo's Place,Italian,4.5,12,M9W 3A4
17218,toMdalF88QOjfb6yqftRdA,Plaza Premium Lounge,Airport Lounges,3.0,29,L5P 1B2
17219,m6ez2OnTHn2-XF40Ry3IuA,Pho Tién Phát,Vietnamese,3.5,28,M3M 1A2
17220,6-yG0OQe-mSRoz1R72MkKg,Hooters,Sports Bars,2.5,41,M9W 5E8
17221,4ffelgsTy7o55YBIOrwmMw,Boston Pizza,Pizza,2.5,40,M9W 6A2
17222,oQIm77kYhudya-36pZ-3_w,Ma Maison,Specialty Food,3.0,33,M8X 1Y3
17223,6eUWcUgULy4xcE8v5L2w5A,Alijandro's Kitchen,Middle Eastern,4.0,39,L5B 0C3
17224,prWook9M1tomXf-T4Vpdjw,Perfect Blend Bakery & Espresso Bar,Bakeries,4.0,11,M9N 1W8
17225,GFqNk3-jLaYl7BXMKwPeKA,Restaurant Beijing,Korean,4.5,7,M9A 1B6
17226,ZHrZgkN4fgLzjCU_9a_Czw,Pho Bo To,Vietnamese,4.0,21,M6L 3C9
17227,ScgVTQrzvVCHxedXGIiYXA,LOT 41,Lounges,3.5,13,M9W 1J3
17228,JzU16A6I0EFO3k4IrUBxgA,Just Greek Restaurant,Greek,3.5,42,M8X 1C2
17229,qPBcZU4eMV97uxaP-WEPSQ,FiAMMA Ristorante,Italian,3.0,47,M9C 5M1
17230,jnigZzrJT_WZjFBldaJIcQ,Lavington Bakery,Bakeries,4.0,7,M9R 2H1
17231,xVXyrTWbG8U3szze-aA7eg,St. Louis Bar & Grill,Sports Bars,2.0,37,M9W 6K1
17232,qyHWyQhX1X0-LVUI1FN62Q,Fionn MacCool's,Irish Pub,4.0,7,M9P 3P1
17233,FPjlyNITZALDdcnfhnZ9Xg,John's Fish & Chips,Seafood,4.0,18,M9A 1C2
17234,ihA_3c-_f_JiNllTL56S0Q,La Guanaquita,Salvadoran,4.0,14,M3L 1A5
17235,bD5sbDj_lMYnyUpbG3xm3Q,Starbucks,Coffee & Tea,4.0,11,M9P 3C4
17236,l-nL4BmhzpZjcavooO48PQ,The Wokker Restaurant,Cantonese,3.5,33,M9C 5M1
17237,flaAdLvjrSKIsMGKvCDO-A,Romi's Pizza & Ristorante,Caterers,4.0,17,M8X 1C4
17238,O80rb1fWrFCwyAxExZ3NPw,Kings Delight Caribbean Cuisine,Caribbean,4.0,13,M9N 2S1
17239,FlVOC0CfQzf_Fd5TlhHfGw,Chutneys Fine Indian Cuisine,Indian,3.0,43,M8X 1C7
17240,ytYP2UXkRow2L3emGp469w,Afghan Kebob Cuisine,Afghan,3.5,14,M9W 3X2
17241,7mRKyX7ryuJTPs3Rcaxh4A,Hamdi Restaurant,African,3.5,20,M9W 5Z3
17242,mEHvb1m8_g4zGneN-RWVrA,Etienne Brulé Park,Parks,4.5,12,M8X
17243,Mk77MGntQHU8ZYVofKBJ-w,Red & White Shawarma,Middle Eastern,4.0,14,M6L 3C9
17244,mA3kz245czbdqAyJMg9BsQ,La Veranda Osteria,Italian,3.0,44,M8X 2E5
17245,qDv5GyT2tzlJrbtxqzasQA,Roti Palace of India,Indian,4.0,16,M8X 1E7
17246,-TDkXzdfI89vY80cXlC3Ag,The Second Cup,Coffee & Tea,3.0,13,M9R 2R7
17247,TbHiV1t65v_Tyr0_ro1tbg,Montana's BBQ & Bar,Comfort Food,2.0,51,M9W 6C7
17248,94M9mXM8-vRkPp7N9NR3RA,Tim Horton's,Coffee & Tea,3.0,13,M9W 1J1
17249,6t7U64hS_cBZtVKSP-q5Ww,Lee Kitchen,Asian Fusion,2.0,106,L4W 2P7
17250,hWHXSzzu2AwgD9wbThq7zA,I Love Sushi,Japanese,3.0,36,M9A 1B7
17251,uy_P6iWy3MsbOF2RDcvY_g,COBS Bread,Bakeries,5.0,4,M9A
17252,p_wgylnWMXSLlPGCRYSarQ,Red Rockets 192 Grill,American (Traditional),3.0,26,L5P
17253,GyGPQwR3HU4-ljwitf5ibA,Cafe Sympatico,Coffee & Tea,3.5,22,M9C 2Z4
17254,oh6vICNxlLnGoyF11-a-Ow,Papino's Pizza,Pizza,4.0,11,M9N 2T2
17255,g3kZ-XqKXy56nGSsibz0QQ,Tim Hortons,Donuts,2.5,57,L5P 1B2
17256,K5NLWFM5RP5HIM0jbZC2xA,Plaza Premium Lounge,Airport Lounges,3.0,30,L5P 1B2
17257,xaUN51X5c4aVn8mHMIjihw,Chinese Food Gallery,Chinese,3.5,32,M9A 1C2
17258,HcLjHNWhtcJXfSLJAxBzog,London Gate,Pubs,4.0,10,M9C 5K6
17259,xu7B5D3wo3k4fu4c86QE8A,Real Fruit Bubble Tea,Coffee & Tea,4.5,8,M9W 6K5
17260,iMK_sepebKBMfv4TDc-ifw,Asian Buffet,Chinese,3.0,28,M9W 1P7
17261,F6WcodntQQ9clzAERXmAFA,Emiliano & Ana's No Frills,Grocery,3.5,7,M9P 2M4
17262,vwVoksbTKehDP8ZGUQaVfQ,Sweet Mahal,Indian,3.5,36,M9W 0B5
17263,LwbBzxWk6NPqkM1CzFW0bQ,Bake Sale On the Kingsway,Bakeries,3.5,17,M8X 1C8
17264,wAH9oI_rNlwlWXzJ-U9xtw,Centennial Park,Parks,3.5,12,M9C 5N3
17265,3RAGiGCgQECcsWGO_IgBVg,McNies Fish & Chips,Seafood,3.0,24,M9B 2A2
17266,X_uhikMu2ukz4a3at2PomQ,Magic Spot Grill,Burgers,3.5,26,M8X 1B8
17267,zcDweMx_fdJ-YWuxUpg6-g,Canadiana Restaurant,Canadian (New),3.5,20,M9B 1A8
17268,YYdyB3UOlmIjiX2Zq_u_gw,The Bull - Pub & Grill,American (Traditional),3.5,15,L4W 5A7
17269,1mHcIfWIUO1i6K9st5atdA,Bliss Restaurant and Bar Hilton Airport Toronto,Italian,3.5,13,L4V 1N1
17270,ibwLiK-WzGnKFYmQ4R8Jtg,Jules Cafe Patisserie,Coffee & Tea,4.0,13,M8X 1B5
17271,rFay7nyXCrocFPsyb0hpOQ,Table 21 Kitchen & Wine Bar,Canadian (New),3.5,19,M8X 1G2
17272,GWSSFZeNWPYDWf3DpMPdGg,My Thai Kitchen,Thai,3.5,17,M9A 1B2
17273,6yhhRjPaBMhUye8QWxslzA,Campo de Fiori Restaurant,Italian,4.5,6,M8X 1G7
17274,r_A7uy6FUXxDDD0g7wXMSg,Espresso Bakery & Deli,Bakeries,4.5,8,M9A 1B7
17275,J3iBR8uPnc8WdBhMiVSndA,Black Angus Steakhouse,Steakhouses,3.0,28,M8X 2X3
17276,aG_cTfpfZaMrtDhH-hrCxA,Pizza Alps,Pizza,3.5,11,M9N 1W7
17277,03RgvmUz4BvnQH4jpZEVfg,Tokami sushi,Sushi Bars,5.0,5,M9B 1K9
17278,DW7ttoWMaI2jWN41gekbiA,Mandarin Restaurant - Rexdale,Buffets,3.0,29,M9W 6V1
17279,FZ67u0gpFwM9i0NFTLmqyQ,The Arepa Republic,Venezuelan,4.5,15,M5V
17280,UlI0TksGFiIXtcbtg2KalQ,Mi Pho Song Vu,Vietnamese,2.5,49,M3M 1A2
17281,S02udvRvdLIrKJp3RPsUQA,Merlot Restaurant,French,3.5,22,M8X 1C2
17282,f-gbagOKzs-72s49cF3qRg,Eggsmart,Breakfast & Brunch,3.5,17,M8X 1B8
17283,N_mY_4l5L2TowD4dxiKmrQ,SORSI  E  MORSI,Italian,4.0,10,M9A 1B5
17284,1Wwf8jv6CN-6Q3nkKi4aEg,Pizza Nova,Pizza,3.5,7,M9P 3B6
17285,V-aweI6rrw8d6MfG1lAPjw,Little Kabul Kabob,Afghan,4.0,7,M9W 4K3
17286,Q-cNS-72xw4Kd-_O9cB7cw,Hot Oven Bakery,Coffee & Tea,3.5,16,M8X 1B9
17287,tMeEiLIGW-k0fNLhDsD9Ww,Swiss Chalet Rotisserie & Grill,Comfort Food,2.0,25,M9W 1J1
17288,v2Xm4aDkVO40Pd3nNkrNQg,The Solarium Cafe Bar & Grill,Breakfast & Brunch,4.0,7,M9W
17289,jesEHiUvX8CzF9gRjwMZ3w,Casa Barcelona,Spanish,3.0,34,M8X 1B9
17290,EdZ1h8ELuSje5i2Iv4lBHg,Black Cat Espresso Bar,Coffee & Tea,5.0,3,M9N 3B3
17291,XKvxBdAY4M2OFTQs4aldhg,Orwells Restaurant,Bars,3.0,22,M8X 1G2
17292,dyazGhNoKpt0qqMgCUZUjw,Bakery El Quetzal,Latin American,4.0,7,M9N 3V3
17293,uA3DKoAMWMQ5u-yugh0CKw,Sushi House,Japanese,4.0,10,M9W 6K5
17294,iWBKDEPeBeBAEsM4llx7xA,James Gardens,Parks,4.0,5,M9A
17295,zUKoIMyTL0KuA2lkN0kvSg,Jolly II Italian Ristorante,Italian,3.0,14,M9N 3X2
17296,prfM7c0LRUIJWLM4rRtdvg,Churrasqueira Sao Miguel,Portuguese,4.0,7,M9M 2S1
17297,Y5kWrt6NnwPAKCcZlh5IuA,Fox & Fiddle Precinct,Pubs,3.0,19,M9A 1B7
17298,gKVKC8ag5_AtivJMlcQtEg,Tim Hortons,Donuts,2.5,36,L5P 1B2
17299,eVT4x0XOzyfIrSWswdQO-A,Mr Sub,Sandwiches,5.0,3,M9W 3W8
17300,X5WAjBmplMkRgzhqQ3UA4g,Auntie Bell's Jamaican Cuisine,Caribbean,3.0,11,M9W 3W6
17301,Q-0jIflUKM4BTKVlcPDa6w,Air Canada Cafe,Cafes,5.0,3,L4W 1S9
17302,4g9DDKepRkxissGgiMntUg,Marathi,Indian,2.5,34,L5P 1B2
17303,3PsFW-RDk24t452Mns9wDg,The Burger Federation,Burgers,3.5,12,L5P 1B2
17304,wurpJbu7mISq-7i27VG2mg,Eggsmart,Breakfast & Brunch,4.0,6,M9N 1X7
17305,CvJqu2c_J4Us4VNeFwYFsQ,Gourmet Bakery,Bakeries,4.5,6,M8X 2X3
17306,RECyek0f-5vfGBBB-5p8cg,Kebab Pizza,Pizza,4.5,4,M9N 1Z8
17307,rexgHmK0Mvl5l7erXr0zrA,Royal Noodles,Noodles,4.5,5,M6N 4C4
17308,eH96MBK-EAcC0Q-lYqIb8Q,Bravo Bistro,Polish,4.0,8,L4W 4Y9
17309,hMwkDamyJzwQwBC_M11tTw,Favourites Dining Room,Buffets,4.0,9,M9W 5L2
17310,-DOE4Qs8IMfgkvshYKfC7w,Pho Asia 39,Vietnamese,3.0,18,M6M 2J1
17311,dfqLhdQY9e6EiXMk9t-8WQ,Martins Churrasqueira,Barbeque,4.5,5,M6N 1M2
17312,j6eKxa_oKur3bIGCIkLsOA,Fetta,Cafes,3.0,15,L5P 1B2
17313,GA7lFdaMieo2TIMDaIr5NA,Morning Roast,Coffee Roasteries,5.0,2,M9W 5X6
17314,MYvYo3_1SZOPSy-fJltPIQ,Toast On Bloor,Cocktail Bars,5.0,4,M8X 1E7
17315,9JH6UkBs0dP-qTDuxKBFng,Schuey's Bar & Grill,Bars,3.5,5,M9W 4W1
17316,6TLahk3P8RhP7fZaWgAk0A,Hong Kong Gardens Tavern and Restaurant,Chinese,3.0,19,M8X 1C1
17317,h-TwctLf6mC4nEf88mebww,Starbucks,Coffee & Tea,2.5,25,L5P 1B2
17318,CjbS1Y4leBnKmtvslg5UnQ,Harvey's,Burgers,2.5,15,M9W 1J1
17319,65ZGMedBm7TBpWv6fzH2_Q,Pita Land,Middle Eastern,4.0,6,M9W 1P7
17320,4FX9F9dWkbwSxDet19GVgQ,Sam's Shawarma & Donair,Middle Eastern,2.5,16,M9W
17321,Edr6SafmQrZa6CcFuItoqg,True Burger,Burgers,1.5,68,L5P 1B2
17322,c_gwmljpYmzUMlEC38N95w,European Patisserie,Desserts,4.0,7,M9A 1B9
17323,lbpiU7avxsz2LtEevmQ-Ug,Java Joe,Cafes,3.0,12,M9A 3L8
17324,o5ViSC5LujGuV7PTDUaSrQ,Mary MacLeod's Shortbread,Bakeries,4.5,3,M9W 5R7
17325,dCFHF5C0Rv_28VY2NUutug,El Takito,Mexican,4.0,6,M9N 2S5
17326,lHUWaXWz4HJbxJy61N6iZA,Gardenia House Chinese Food,Chinese,4.0,4,M9P 2T5
17327,PIRkcZcnUV5od-auZtrknA,La Prep,Sandwiches,4.0,8,L4W 5B6
17328,SYIzFLC5i8eCwSnhTLbIaw,Bistro West By East,Canadian (New),3.0,10,M9W
17329,UsFFaNUWG5u7f9rHpJBHRQ,Domino's Pizza,Pizza,3.5,7,M8X 1Y6
17330,8OXgrxXm45OauJsc0lGRPw,Baghlan Kebob & Bakery,Afghan,4.0,5,M9W 5Z3
17331,qihUmpXFwuRaNb-UC5_BNA,Starbucks,Coffee & Tea,3.5,10,M9B 1B2
17332,EoUYBTQWpUJr7Sp6Kpw1aQ,Fu Lai,Dim Sum,3.0,16,M9B 1K9
17333,dpKY8_Rz1kofRBD8w_i_0A,Popeyes Louisiana Kitchen,Fast Food,3.5,8,M9N 1W8
17334,Gq7t6Nb303Iqugbyq-hBWg,Etob Restaurant,Barbeque,4.5,4,M9W 3P4
17335,P5NfFdOUSyhEjbMlfnxPpA,Dynasty House Seafood Restaurant,Dim Sum,2.5,25,M6L 3C9
17336,I3NHCauE2e39FrkDfj3YvQ,BAR:120,Canadian (New),2.5,19,L4W 1S9
17337,o-3DhEpwpz_lOcLP06JVmA,Royal Bakery,Delis,5.0,3,M6M 4P9
17338,TgjLGtUexuR7wctaEEpHuQ,Amin Foodmart Halal Meat Afghan Bakery,Butcher,5.0,2,M9W 5Z3
17339,9Uh1b4m8vwbcRfKSbye9ng,Malta's Finest Pastries,Bakeries,3.5,6,M8X 1X3
17340,JHj_NvrGZ-hdaaJ0bx8s-g,Pizzaiolo,Pizza,3.5,9,M8X 1E9
17341,f6BhsBWj6MRZtR3nLN_sFA,McDonald's,Fast Food,3.5,7,L4W 5A6
17342,JRQfAo3rzm8zPrxvgMqWfw,Ralph’s West Indian Delights,Caribbean,5.0,3,M9W 6Y9
17343,xJ0nREmUSj5pj0ePK4CNQg,Brioche Dorée,French,4.5,4,M8X 2W8
17344,wOBIhDxsREub6XZlVAoR4w,Lenny's Panini & Pizza,Pizza,2.5,18,M9A 1A9
17345,udKD_WVoQZYww1sDYdebPw,Golden Wok Restaurant,Chinese,2.5,16,M9C 3Z8
17346,7jTpczenLMXXfK8Ivq7rQw,Skyport Coffee,Restaurants,5.0,2,M9W 6K4
17347,ihSrS_Aoc7aszYVyC8mWhA,Capi's,Pizza,3.0,11,M8X 1Y3
17348,QBEqnk76Q5N1on4LAry2_g,Sunset Grill,Diners,2.5,11,M9N 2B1
17349,9QloWG1ruFCwBc-rXR7j7A,Columbus Bakery,Bakeries,4.0,5,M3M 1A2
17350,l5VyYW6ApAP7iWRC1ooZ1w,Home Smith Bar,Bars,4.0,6,M8X 1G5
17351,O0XcTrBa8dR_kjoi4P8hww,Terry's Restaurant & Bar,Greek,4.0,119,M1H 2V6
17352,K2CdjES-IZDDEgetOnf0Vw,One2 Snacks,Malaysian,4.5,228,M1S 2C1
17353,cWPTOM_o5toaXpq0gNxD7Q,Vanta Coffee Club & Eatery,Coffee & Tea,4.0,220,M1S 2B4
17354,aLTpnF4xG3KA5trMilgChQ,Ni Ji Sushi,Japanese,4.0,255,M1P 2W9
17355,ZyOuwa3Eau6dbUiEPwsUoA,Katsuya,Japanese,4.0,152,M1S 1V3
17356,-TjzQsimpriXVYaH3HdtQA,The Fanzone Wings & Ribs,Chicken Wings,4.0,180,M1P
17357,mUUTJY9_BqmAYxypHiqWrw,Francesca,Bakeries,4.0,150,M1S 2Y8
17358,IqA4HjCLyYbrYBcs1JxHzA,The Keg Steakhouse + Bar - Estate Drive,Steakhouses,4.0,85,M1H 2Z1
17359,CboINhcX-R1PGNtESJwQPQ,Mona's Roti-Caribbean Food,Caribbean,4.0,120,M1S 4N6
17360,MphZ3K-bp62qQ1aKxbKB4Q,Ho Sushi Express,Japanese,4.0,67,M1H 3J1
17361,F9tePBgROEAcd8xZqTZUfg,Jollibee,Filipino,3.5,282,M1P 5B7
17362,tzl4KHt6ZAwyUJIEyemrtQ,Smith Bros.,Steakhouses,4.0,345,M1L 4W6
17363,9XcWAcp1dCpcLcHTBENn-Q,Gourmet Malaysia,Singaporean,3.5,274,M1S 1V2
17364,QhAmKLX_0AgQe5HLxode9Q,Nakamori,Japanese,4.0,101,M1J 2E1
17365,j28T6ZuP1mLHe3m36COOpQ,Daan Go Cake Lab,Desserts,4.0,279,M1V 5B5
17366,_BBXbO8lI-yf4uLHUzRkgw,McCowan Fish & Chips,Seafood,4.0,49,M1J 1K2
17367,FfF8XGFf8_BSlWSjIgqeQg,Scaddabush Italian Kitchen & Bar,Italian,3.0,188,M1P 2K2
17368,bg3YcuqVyQofTz5d4kKgug,Federick,Chinese,3.0,157,M1H 2V6
17369,grzKamxEuXTZrTkiztLQGg,Babu Catering & Take Out,Indian,4.0,131,M1S 4N5
17370,BQNjtWP9CWskH7iqy7UoJA,Fabian's Cafe,Desserts,4.0,27,M1H 2Y2
17371,Q8uwArm4h8bhsqxw84Gd8w,Charcoal Kebab House,Halal,3.5,70,M1H 1A4
17372,sA-YqTMe2bJmg1MgbfowuA,Whisked Gluten-Free,Desserts,4.5,30,M1H 2W1
17373,WKayXylpXcAEReoqgNK3tA,The Avenue Restaurant & Lounge,Caribbean,4.0,38,M1H 3C7
17374,7v-SzvvHU2D2V50OzJAL2Q,Roll N Bowl,Japanese,3.5,116,M1P
17375,AIasveRX0245WeAH0C46Uw,Chick Fiesta,Portuguese,4.0,35,M1H 2R5
17376,7NurnM6G9b_2jTEKpIkQpg,Canbe Foods,Indian,3.5,62,M1H 2V5
17377,uSsTuB82xu2kgSUeNNKQcg,The Roti Hut,Caribbean,4.0,90,M1S 3E5
17378,7Gl_h0Dz4r3xEILhe6taNA,Hakka Legend Asian Cuisine,Asian Fusion,3.5,67,M1H 2V6
17379,x3JHj5h33ouzw_Ynj-utJg,Asian Legend,Chinese,3.5,119,M1S 2V7
17380,6j67nog58__bFPqd620Rrw,J&J Kapuso Filipino Restaurant,Filipino,4.0,49,M1P 2X8
17381,NOHh2pgOTUBqp82IQlRQMQ,Panagio's All Day Grill,Breakfast & Brunch,3.5,138,M1S 4K1
17382,rr9sk5DxL8wHxqIF48uJlg,Patisserie Royale,Bakeries,4.5,37,M1P 2L6
17383,bFzFGDQTLsAs1WKA_EGjZA,Pho Q,Vietnamese,4.0,201,M1V 3Z9
17384,2YsKefH250qxg28QCyEWZw,Samosa King - Embassy Restaurant,Indian,3.5,193,M1S 4Z8
17385,IithJLAUG3gWcHw9EKLLFA,Kim Kim Indian Hakka Chinese Restaurant,Halal,4.0,81,M1P 2L1
17386,ACEqQMXXuWWneDqeOsIg8g,Kathy's Grill,Burgers,4.5,47,M1P 2L1
17387,Ket95P-dPSo__2bnaSmGow,Gerhard's Cafe,Cafes,4.0,30,M1H 3C7
17388,YgKpIffhBCpIJgMT6xg01w,Canyon Creek Chophouse,Steakhouses,3.5,100,M1P 5J1
17389,9DHE9JieR80pYkpyr19iZQ,Fratelli Village Pizzeria,Pizza,4.0,111,M1C 1B6
17390,wFTUOOJ_0quggjgXOpP7DA,Sa-Fire Restaurant & Bar,Caribbean,4.5,15,M1G 2M3
17391,-zuJkmIjdRahT_yHED-62g,Sushi Legend,Japanese,3.5,203,M1S 3M7
