,id,name,category,ratings,review_counts,zip_code
3745,-Ipm_8YXj9UoNNHagCvsNg,Aoyama Sushi Restaurant,Sushi Bars,4.0,217,M1W 1C2
3746,yynw0xuha4DgkjDB_ll4Gw,Cheese Garden,Desserts,4.0,53,M1V 4W9
3747,FNY91rHQx9OBfT7r6FOKhA,Felix & Norton,Bakeries,4.5,105,L3R 0B5
3748,oZyaFqZYf0eqKRiP-aY81Q,Pho Vietnam,Vietnamese,3.5,132,M1V 4W7
3749,kYMZTXVE6LKYuPhF6gkwVg,Toyosu Markham,Sushi Bars,4.0,102,L3R 1J5
3750,O0zyXuEw_aojAK5ILW6WJA,New Northern Dumplings,Chinese,3.5,72,M1V 5N1
3751,sr0rCMn-XtKATvl9adYQxA,Double Ming Chinese Dessert,Chinese,3.5,98,M1S 4T5
3752,xUUKtG0E-qAv3RyeOV20rg,Tak Fu Seafood Restaurant,Seafood,4.0,57,M1V 5N1
3753,-7EwIdxcRC5McO35DVfeSQ,Xin Jiang Restaurant,Chinese,4.0,150,L3R 2Z5
3754,UCKeRO02Er8AHLWQlQ3IuA,Fahmee Bakery & Jamaican Foods,Caribbean,4.0,52,M1V 1H8
3755,foqrLKD71UHqvJbnhFHiKg,Bavu Villas,Sri Lankan,4.5,26,M1V 1T1
3756,XiMvHK4Nq0xPa1GOtdKzdA,Bong Lua Vietnamese Restaurant,Vietnamese,3.5,183,M1T 3H1
3757,vWzbEdsyyj4ts_3Dp8owQQ,Yan's Soy Foods,Desserts,5.0,25,L3R 6E4
3758,l9vx-OTdDPU-oHZ17aVxdg,Federick Restaurant,Chinese,3.5,206,L3S 0B6
3759,oIML-d7Kbxe75vShHF_uCw,Hi Tea,Bubble Tea,4.5,32,M1V 4A1
3760,0Ne8FCrcF1C018uihKjq-w,Comebuy,Bubble Tea,4.5,50,L6G 0E3
3761,rXVLgV4Og3l98OTy6N2dJw,Big Trio Wonton Noodle,Chinese,4.0,105,L3R 1J5
3762,n84zloJr2-4OXmOGS7mG6A,Chiang Rai,Thai,3.5,118,L3R 0A7
3763,mj25sM7NN3vB7uG0aF5H6Q,Feng Cha,Desserts,3.5,85,M1V
3764,CobgKbm4uQrz5TINSFXQbQ,Saravanaa Bhavan,Indian,3.5,93,M1V 1V2
3765,XuZ9pksVQBIpmVQm6UO2YQ,Tenon Vegetarian Cuisine,Sushi Bars,4.0,122,L3R
3766,BmSLyxm8b86dtzwuT7LqBA,Sun's Kitchen,Asian Fusion,3.5,87,L3R 0Y5
3767,NOHh2pgOTUBqp82IQlRQMQ,Panagio's All Day Grill,Breakfast & Brunch,3.5,138,M1S 4K1
3768,NX1281ugzs2navHAX5X9cQ,Cha Me Cha,Taiwanese,3.0,328,L3R 1J5
3769,pOvTYClFgMm-wAXPW1CnhQ,Bamiyan Kabob,Afghan,3.5,135,L3S 4S1
3770,9z1T2lgmirOxrTpFh9ellw,Hey Noodles,Noodles,3.5,103,M1V 0B3
3771,grzKamxEuXTZrTkiztLQGg,Babu Catering & Take Out,Indian,4.0,131,M1S 4N5
3772,x3JHj5h33ouzw_Ynj-utJg,Asian Legend,Chinese,3.5,119,M1S 2V7
3773,odhwxNT5Y1qWB8v_rdmS6Q,Ginger And Onion Cuisine,Dim Sum,3.5,39,M1V 4P2
3774,erRdoBvb4ywWky3KMjtVdg,Good Taste Casserole Rice,Chinese,4.0,139,L3R 0W4
3775,XNVUXM8xY-slNbcPAr-w8Q,Potato Noodle Soup of Bai,Chinese,4.0,41,L3R
3776,cjatara6LkXRu2BXD_jxlA,Chat Bar,Barbeque,3.5,73,M1V 4N1
3777,MBF4pdOatAxiEOyWEmierA,Jeon Ju Hyang,Korean,3.5,75,M1V 4V3
3778,Wb5BMB27novQxW4x5rTUEQ,Flaming Kitchen,Asian Fusion,3.5,112,M1V 4W9
3779,AtUtG-oQp1rkk6ZdYcfSzw,Cafe Hollywood,Chinese,3.0,247,L3R 7P2
3780,0PM5oFKO29sZmL5efmHxug,Chinese Dumpling House,Chinese,3.5,138,L3R 1K9
3781,3FIkWl-cUyUas7Wvd9NMNQ,Chef 88,Chinese,4.0,52,M1V 2K1
3782,yYuqSui8N0xesgiviE4evg,Cakeview Bakery & Cafe,Bakeries,3.5,61,M1S 4T6
3783,4yDbirWYY2WXPG4xC72rQA,Uncle Tetsu's Japanese Cheesecake - Pacific Mall,Bakeries,4.0,46,L3R 0Y5
3784,D_3EvtFZ09xDKCC-WJMU_w,Daldongnae,Korean,4.5,30,M1V 4S5
3785,0Yh6U06nGLjAMwCw6l9-DA,Yang's BBQ Restaurant,Barbeque,3.5,107,M1S 5C9
3786,9t9irBC1zxrCrw1e3xGrDg,Kung Fu Tea,Bubble Tea,4.0,31,M1V 5N3
3787,hsgRNkXFMCqzO7nPRB3yJQ,Sugar Sweet Cafe,Chinese,3.5,75,M1V 4J2
3788,MwI_po3xC40QUnoak-0Wgw,Gong Cha Tea,Coffee & Tea,4.0,130,L3R 1K9
3789,nv14hi82FfVR1a-LgMS_BQ,Chatime Scarborough,Coffee & Tea,3.5,84,M1V 0C4
3790,BB98vUulrh4nL7M2WnyXsA,Kim Po Vietnamese Cuisine,Vietnamese,3.5,91,M1V 4S3
3791,MSA9WlcVCjlektkeDX5keA,Ajisen Ramen,Ramen,3.5,192,L3R 5Y3
3792,5foBHyoMbLFanSck9Zp2PQ,Pho 88 Vietnamese Restaurant,Vietnamese,3.0,250,M1W 3Y1
3793,ivecuGhf1PuZpAJr0LixFA,Day & Night Angus Beef King Crab,Seafood,4.0,38,M1V 5N1
3794,g1UVmCOhQDY7TGSZ2rRT_w,Congee Queen,Chinese,3.5,181,M1T 3L4
3795,qlPyuJ77Znjh30I2kTs1xQ,Le Cafe Michi,Sushi Bars,3.5,236,M1T 1H6
3796,98NaJ8FWzPuoymHfj6IIeA,Ming's Noodle Cafe,Cantonese,3.5,78,M1V 3S1
3797,Jcyu0ml7rxizEA8giSH-8A,Kandahar Kabab,Halal,3.5,116,M1B 2W3
3798,6OhahrmtLGmkUdPfaMck0A,Ding Tai Fung,Chinese,3.5,82,M1S 3M7
3799,eiAxeJdq1cDcil0TyrfzMA,Yin Ji Chang Fen,Chinese,4.0,98,L3R 1N1
3800,uSsTuB82xu2kgSUeNNKQcg,The Roti Hut,Caribbean,4.0,90,M1S 3E5
3801,NuGZD3yBVqzpY1HuzT26mQ,Gal's Sushi,Sushi Bars,3.5,337,L3R 0G6
3802,a2riAhHf1i34_ks5TuWOaQ,OneZo Tapioca,Bubble Tea,3.5,59,M1V 3G6
3803,zkU-WMio8g6dpRJ2Y2xqvQ,Elegance Chinese Cuisine & Banquet,Dim Sum,3.5,121,L3R 8B5
3804,R4EhR8xhONLFqqI6ZnzNWw,Dumpling Restaurant,Korean,3.5,100,M1S 1T9
3805,FkNJgKjz6Yj-eoi3pPNWFw,Korean Grill House,Korean,3.0,113,M1V 0C7
3806,Lv9wzkvPrVG-VdPGcw53_A,Fishman Wharf Seafood,Seafood,3.5,97,L3R 3N8
3807,OOBSQF72cl3jBBpLQWhyzw,Southern Aroma,Indian,3.5,66,L3S 3R7
3808,hHDJkwr0JEzHV2aYWxQfdw,The Buddhist Vegetarian Kitchen,Vegetarian,4.0,41,M1V 4W8
3809,bNQVXqWpsToBDcJg_4aWYA,Green Grotto,Taiwanese,3.5,167,L3R 5Y3
3810,Kw06PxDkF8gNMVWntmBKTw,Big Trio Wonton Noodle,Chinese,4.0,67,M1S 5J5
3811,8SEzXjfBqjdtrf0P_tGptg,Dak Lak Vietnamese Coffee,Coffee Roasteries,4.0,46,L3R 0Y5
3812,M_PWtxXN5tE4S8ZcUrT64w,Mora Tea Bar,Bubble Tea,4.0,40,M1V 0B4
3813,MphZ3K-bp62qQ1aKxbKB4Q,Ho Sushi Express,Japanese,4.0,67,M1H 3J1
3814,vKgZu8_dxODFfxmKSJjFMQ,MiKi Sushi,Sushi Bars,4.0,94,L3R 1M1
3815,7wduNBQUATNkaYzExyGJpg,Happy Congee,Food Court,4.0,28,M1V 5P6
3816,-q-9ZxIi-pQ9vNAtEkvkYA,Pjays Take Out,Canadian (New),4.5,31,M1T 3H8
3817,dTqKpbaiUgEd4rPSzKuWqQ,Demetres Downtown Markham,Desserts,3.5,153,L6G 0G4
3818,b1fiN3A2fmsuQzNvIRtiPQ,Krispy's Kajun Chicken,Fast Food,4.0,77,L3R 1N1
3819,2UFl9gLOQrSGY2sPu6U-kA,Happy Lamb Hot Pot,Mongolian,3.5,159,M1W 2H5
3820,XEKx5litKe1KkfJpqtmJUw,Dong Kee,Chinese,3.5,49,M1V
3821,lkM72Y21bjBqUGaW7iL7tQ,Very Fair,Seafood,3.0,99,M1V 1V3
3822,DtqSRW_cr1nm8yTdFVBnYw,Tiger BBQ,Barbeque,3.5,27,M1V 4E7
3823,2FImjoBv0qvq9NumhcVOyA,South Asia Malaysian Cuisine,Malaysian,3.0,70,M1V 5B5
3824,o_TPuqXuH-O_FbEkFNACUA,Hakka Legend Asian Cuisine,Halal,4.0,62,L3S 0B5
3825,tQ9BtMUHFr8rdpmjmayUcA,Lucky Noodle,Chinese,3.5,84,L3R
3826,iNhP0ejUf2jVzaR5YCOoEQ,Remezzo Italian Bistro,Italian,3.5,169,M1T 3K2
3827,7wsE_8oB-XWz5KJurb0O4w,Boba Boy,Bubble Tea,3.0,140,M1V 0C7
3828,5-7DO7CgcEVbUKAua068rw,Baker's Best Bakery,Bakeries,4.5,14,M1V 4Z4
3829,OpCWTpPscK2WCAO_XlztUg,Agincourt Bakery,Bakeries,4.0,80,M1W 2H1
3830,3R_eIisdqazGFzMLhJh6LA,Chef 88 Elite Fine Dining,Dim Sum,4.0,33,L3R 6E4
3831,9mVkXG2ejmjwyzz9TfaUOA,Draco Markham,Canadian (New),4.0,86,L6G 1B3
3832,9nMoCP27LfPGo2Yu-6z1bg,Yunshang Rice Noodle,Noodles,3.5,100,L3R 5V1
3833,OlBFLXVJfze2ZZA4UUBS0g,Tropical Joe's,Caribbean,4.0,25,M1V 1V2
3834,_mOpThADMV556I1vkQa_BA,Michidean Limited,Wholesale Stores,4.5,37,L3R 9X3
3835,FglXSTFdlSM4WoCcEf01tw,Ruth's Chris Steak House,Steakhouses,4.0,81,L6G 0E6
3836,anGYRueZJKYCJefKFccfjA,Made In China Hot Pot,Chinese,3.5,70,M1V 0C7
3837,IqA4HjCLyYbrYBcs1JxHzA,The Keg Steakhouse + Bar - Estate Drive,Steakhouses,4.0,85,M1H 2Z1
3838,ORjPznwVJRRP43orwrObMw,Starbucks,Coffee & Tea,3.5,36,M1V 4V3
3839,gnkyosoOepBUqog7iDdggQ,Chef Papa Tea & Noodle Bar,Asian Fusion,3.5,170,L3R 0W4
3840,Eji0iZbtX5cU5-VtXkttQg,Hunter's Pizza,Pizza,4.0,72,M1T 2M5
3841,I6oxEn1HT41S2GPrDKPPvA,Perfect Chinese Restaurant,Dim Sum,2.5,284,M1S 1T8
3842,TKWirgXw4wIyZzfwBhE6bQ,My Kitchen,Chinese,5.0,8,M1V 4P2
3843,zoIEe7uhsQT2EyiFLIfhrw,Chatime Markham,Coffee & Tea,3.5,127,L3R 8B5
3844,dKOrxsz6ygqa-AatwzpKyQ,Casa Deluz Banquet Hall,Chinese,3.0,89,M1V 1V2
3845,nJPRLOSVAGxKyHJzMEnJhA,A Corner Cafe,Cafes,4.0,85,L3R 1N1
3846,WF0I9AwErfaqkPPXM98ywQ,Lucullus Bakers & Roasters,Coffee & Tea,3.5,95,L3R 0A7
3847,1_yBAXeCIKXpqOdhTMafhw,Sam Woo BBQ,Barbeque,3.5,74,M1W 3Y1
3848,5xBTVB3vGJ_X4eFsiqd1rw,Onigiri Kai Kyo Tei,Japanese,4.0,35,L3R 0Y5
3849,QJg8AuqITB4t_iKrLI6tOw,Bodira Cafe and Fine Foods,Italian,4.5,34,L6B 0S2
3850,uwlQWhtrqm8k7CZwrNtRsg,Tai Ping Hsiang,Taiwanese,4.0,64,L3R 1K9
3851,MtcaxtvSmdbwcMWvn10B8w,Cheese Garden,Desserts,4.0,27,L3R 0Y5
3852,oCFKUPp8I7HWV42rropakg,Happy Lemon,Bubble Tea,4.0,26,M1V 0C7
3853,q3ilBINLR7KoBBlxSqCvlA,Pine House Cafe,Cafes,3.5,47,M1V 5P6
3854,5td-5D7aMQ6zSuSSNLAQjQ,Kong Kee Barbeque,Chinese,3.5,33,M1V 5L6
3855,VnibgMdZkBqnMDnY4BWPUg,Naan and Kabob,Afghan,4.0,51,M1B 2W2
3856,1dHkXAQGYuxpQWoIG5WKDQ,Cafe Alice,Cafes,3.5,74,L3R 4P8
3857,uAPGFNU16g4A2FjDLok4Iw,Day & Night Firewood Steakhouse,Steakhouses,3.0,70,L3R 7B4
3858,2ZZp5V8N0nHlsml01XBJUQ,JXY Dumpling Restaurant,Chinese,3.5,58,M1V
3859,nV8mDMin6c964MgjK6JZgg,Congee Town,Chinese,3.0,84,M1V 1V2
3860,kZW2RJdmb8Ymm22pLscYvA,Showtime Bistro,Burgers,3.5,61,M1X 0A4
3861,HWf16iMb2fsCDl9krQd5EA,Sakura Sushi,Japanese,3.5,69,L3R 5Y3
3862,Q05j54VUTxVRu29CFpBfKQ,El Pulgarcito,Latin American,4.0,39,M1S 3A7
3863,qrr5PjTljEn_94tL83ETag,Lac Vien Express Restaurant,Vietnamese,3.0,93,M1B 2W4
3864,q-fT-ZSGCDhkv2TrKDbkWg,Onnuri,Korean,4.0,51,M1W 3V8
3865,4m-rvMT_YtzMx1HcW8Jugw,AiSushi,Japanese,3.5,68,M1S 4N8
3866,9p9w8LoSiYSG-lkYZ8TS5Q,Island Spice,Caribbean,4.5,21,M1S 3E6
3867,FfF8XGFf8_BSlWSjIgqeQg,Scaddabush Italian Kitchen & Bar,Italian,3.0,188,M1P 2K2
3868,sDGs7bPWB0CzR80EebchIQ,Presotea,Bubble Tea,3.5,44,L3R 0Y5
3869,6i_EXDHikHWhhDipzMt8rw,Hibiki Japanese Cuisine,Japanese,3.5,165,L3R 1M2
3870,70Z0b1aYe_nmSVya7Bfc2Q,Tiger Sugar,Bubble Tea,4.0,28,M1V 5K5
3871,aWu1homxB6lciXU6-ZlpSQ,Wei's Taiwanese Food,Chinese,3.5,68,M1T 2M5
3872,x2kGa_XkRy00cYotdlfmag,China Cottage Restaurant,Hakka,3.5,70,M1V 5P7
3873,qhKNZTtTT6GLnPzQny-v9Q,Nirala Sweets & Restaurant,Indian,4.0,29,M1X 1E6
3874,wWry6ceFOu0pSmzPpDJQcA,A Xiang,Chinese,4.0,31,M1V
3875,ZOAid_xX3q85wAkBWtFDPg,Baijia Old Soup - Northwestern Chinese Cuisine,Chinese,3.5,85,L3R 1J5
3876,XSGSWu7Q4_IiJ_Zzsi-atw,Negril Jerk Food,Caribbean,4.0,26,L3S 1Y5
3877,LPWMKKcGeWmJgf8t_TIcYQ,Olde Village Bistro,Breakfast & Brunch,3.5,120,L3R 1M2
3878,YLeAUkFFJri_21uTkyrVFg,Malaysian Garam Masala,Indian,4.0,17,M1S 4K4
3879,B_v7rpwUV1mZf0VSCm1IQg,Royal Chinese Seafood Restaurant,Seafood,4.0,28,M1V 5H5
3880,941AKOPQOAu3POXoDL7pSg,Papa Chang's Express,Taiwanese,3.5,45,L3R 0N8
3881,jbjNL1zfCrf6vtruV9vqGA,The Toston,Colombian,4.0,31,L3S 0B5
3882,ebhkQpSusPpPgZLU1a_HxQ,The Nilgiris,Caterers,3.5,61,M1X 1L8
3883,IjNwvrCE3RWpI4bllEcJWA,Lotus Pond Vegetarian Restaurant,Vegetarian,3.5,48,M1V 5K5
3884,U4iTt02LLOg-zR5p0a0THQ,Prairie Lamb Kabob,Food Court,4.0,23,L3R 0N8
3885,2VtTzskzFcwVnXgGYsY1lQ,The Captain's Boil,Cajun/Creole,3.5,68,M1S
3886,9r4KEv7WahExaMDIcbZmYg,ZenQ,Desserts,3.0,124,L3R 1J5
3887,R-EGIdIgtoFzl--OudANtA,Yummy Cantonese Restaurant,Chinese,3.5,54,M1S 5J5
3888,Q_Iia5C2quTUVfE5_8jObw,The Royal Chinese Restaurant,Chinese,3.5,86,M1T 3K8
3889,kAaxyoKz_eok51-3uzUgXw,The Owl of Minerva,Korean,3.5,49,M1V 4S5
3890,dJnF_GUWdoX3tUucpKbYMg,New Da Fu Seafood Cuisine 新大福海鮮酒樓,Dim Sum,2.5,90,M1V 5P6
3891,3pYZMSbOKh6rBo_DapMlyw,Tasty House,Chinese,3.5,29,M1V 3Z3
3892,DtUxNKrOzRIjtMkw3cf_7g,The Alley,Bubble Tea,3.5,86,L3R 2G5
3893,YgKpIffhBCpIJgMT6xg01w,Canyon Creek Chophouse,Steakhouses,3.5,100,M1P 5J1
3894,SCXANH5zhmonSxoGihl-zg,HK Garden,Cafes,4.0,38,M1S 1T5
3895,7Ym8NVxTO9b1FLGeWGp_Fg,Terre Rouge,French,3.0,159,L6G 0A2
3896,K4-J1A_ZIzG2yNkee0KOaA,Keung's Delight,Chinese,3.0,142,L3B 5Y2
3897,-M9S1wlZTvv6T9EOo5X2Yw,Grandeur Palace,Seafood,3.0,89,M1S 5B8
3898,STKP9Z3dMFj7cFtIWXtldA,Dairy Queen,Ice Cream & Frozen Yogurt,4.0,26,L3R 9S5
3899,CNLYeWal9pL0Y8GN5LjJDw,Meet Fresh,Desserts,4.5,12,M1V 0E3
3900,2PCz_uVX7GOXtGHNXAPXhw,Sugar Marmalade,Desserts,3.0,73,M1V 0C9
3901,Eaxf3bmxnMljIylk_2ZW2Q,Pinoy Waffles,Food Stands,3.5,30,L3R 0Y5
3902,SQbOGhzEWgyS8lNqkcu9Fw,Garden Hong Kong Cafe,Hong Kong Style Cafe,3.5,80,L3R 4P9
3903,LY80tYTJSgJeCalv2c62Cg,Harmony Restaurant,Chinese,3.5,31,M1V 5N1
3904,y__uQsz_5q-3yXKeMRFU9Q,Sweet House Dessert,Desserts,3.5,76,L3R 9X3
3905,_1kygU523usjtQ3IILzDkw,Oo-Kinza Fish House,Japanese,3.0,94,M1W 3Y1
3906,i7FhbFfE4uTDfQBis9xjJg,Reginos Pizza,Pizza,4.0,19,M1V 1K4
3907,I1pLg_ZjLMcie3g58I_GZA,Metro Square Cafe Restaurant,Cafes,3.0,106,L3R 1K9
3908,VVUL1lzBOipXJlOG1wURMg,Tangerine Asian Cuisine,Chinese,3.5,94,L3S 3S1
3909,lDukJgkL2acR_yPDkvnwjw,Com Tam 168,Vietnamese,3.5,49,L3R 0Y5
3910,63l89u6B9fHWdzY0RXUXqg,Lahore's Premium Kabab House,Pakistani,4.0,23,L3S 1Y6
3911,teDbCTDdgICtC-pSTzCBAA,DM Chicken,Korean,3.0,55,M1V 0C7
3912,pP36B7aQh39jwBzHBs40ww,Danny's Fish & Chips,Fish & Chips,4.0,65,L3R 1M7
3913,c-TjBr30IJ-mxosFUovgig,The Alley Warden,Tea Rooms,3.5,58,L3R 8B5
3914,_pm_LHokHREl-BVO-vjcaA,Nicey's Eatery,Caribbean,3.5,44,M1B 2W4
3915,Qr6KiVgv7CklIc0J3EKMCQ,Orient Express,Noodles,4.0,40,M1S 1T6
3916,LB7r3hZmb4NXb2jDQmmQ9w,Beef Noodle Restaurant,Chinese,3.5,47,M1S 4G4
3917,DvdQa47w03CVIDtqIAf5oQ,Copper Branch,Vegan,4.0,45,L6G 1B3
3918,2CkqCWvbV1VoO5aGSvaQRQ,CoCo Fresh Tea & Juice,Juice Bars & Smoothies,3.5,80,L3R 5Y7
3919,ITmIikltLM5wB7ivyI2B4g,Kabob Guys - Afghan Grill,Kebab,4.5,28,M1S 1S8
3920,ofw8aDSEg1HoQdmCgvLtaQ,The Pie Commission,Fast Food,4.5,226,M8Z 5Z7
3921,NGhmpSDZmg1shPOVdsHgBQ,Tom's Dairy Freeze,Ice Cream & Frozen Yogurt,4.5,161,M8Y 1K5
3922,abO4gvGKB0aVjsrXHlgeFg,Nobuya,Japanese,4.0,195,M8V 2W1
3923,w5axMYWy5bcY0tiqAnYeRg,Sushi Kaji Restaurant,Sushi Bars,4.0,155,M8Z 1N7
3924,B4-2wA8Pj8MQK1Ylymypqg,Sunny Morning,Breakfast & Brunch,4.5,220,M8Z 1V1
3925,AYLxEeVq8NKG2UhcBiggrA,850 Degrees Pizzeria,Pizza,4.5,201,M8W 1N2
3926,HxSINQAplSFAn6of-wexcA,Nimman Thai Cuisine,Thai,4.0,120,M8V 1C5
3927,SnsZFsVf1tQvBCPmhe8gGw,Chaban,Korean,4.0,107,M8Z 1N7
3928,AyUO53ftWgCU0gcrYMb3cQ,Sweet Olenka's,Desserts,4.0,92,M8V 1H5
3929,VEMX1R4xtF5AXwKlNMyDVg,High Park,Parks,4.5,141,M6P 3K7
3930,U_yacPCk8HgE1ywATmQUrg,Maurya East Indian Roti,Indian,4.0,78,M8V 1C5
3931,Q4VYrJr_UPixyLXSnA4O2g,Everest Hakka House,Indian,3.5,144,M8V 1B6
3932,bQm046mj02fKlNMvoS2SBg,Anatolia Restaurant,Turkish,4.0,172,M9A 1C2
3933,aQXzyObFK-Frx1fM_hLhew,Kumo Japanese Restaurant,Japanese,4.0,122,M8Z 5E7
3934,wuYKpHyjIfyvMR9YlwHn6Q,Dino's Wood Burning Pizza,Pizza,4.0,87,M8Z 1N6
3935,2X5I7wY_bqYWOub-q2Ba3Q,Kovalsky Restaurant,Polish,4.5,56,M8Y 1K8
3936,W5d8iNog90R-qw43m5dGwg,Café Polonez,Polish,4.5,251,M6R 2L5
3937,1xgJ9E_s_8n9fgw3HQbbug,La Vinia,Spanish,4.0,62,M8V 1B8
3938,PgxjXf7enBAyzjR9ftLZ2A,Sushi Run,Sushi Bars,4.5,97,M8X 1E9
3939,iD8C1tZhf5cYreq3EFJ_bQ,Chiang Mai,Thai,4.0,78,M8Y 0B6
3940,VFn4bTxMi5NbpF87h-apUg,Bua Thai Cusine,Thai,4.0,86,M8Z 1M8
3941,xu2I9EBWXV7SGHDbXA38iw,Hina Sushi,Japanese,4.0,75,M8Z 1N1
3942,HP8mkVdLa9F4Amsp2thKhQ,Burrito Boyz,Tex-Mex,4.0,102,M8Z 1R8
3943,XrcB7Of1KfHlkeXYpHLIrw,Tibet Kitchen,Himalayan/Nepalese,4.5,246,M6R 1A6
3944,KhBRnmB4D3NxcsV9dg8giA,Birds And Beans Cafe,Coffee & Tea,4.0,64,M8V 1C5
3945,wSojc-y-d7MWiGWdy8deCg,Barque Smokehouse,Barbeque,4.0,483,M6R 2M3
3946,Pprj3lMHpSm_Q1Lw_j4xdQ,Woody's Burger Bar and Grill,Burgers,4.0,221,M8W 1R2
3947,WpK-mZ7w-304c78MOEYH6A,Mai Bistro,Asian Fusion,4.5,83,M9A 1B4
3948,xMhpJZaj4QT1Soh76-E2CA,Feast of Dilli,Indian,4.5,84,M8W 3T7
3949,KpFgHrxoVOiwfpR0f5KXUA,Thrive Organic Kitchen & Café,Vegan,4.0,116,M8W 1N5
3950,ngUPSlk_T8KUl5XJvA9yhg,Lola's Gelato,Coffee & Tea,4.5,42,M8V 0A5
3951,9tKazRXjY6fkhlntKgFn_Q,Kitchen On Sixth,Breakfast & Brunch,4.5,38,M8V 1J9
3952,zeOJYl5UW4D5u3Vcj6QAoA,Azarias,Canadian (New),4.5,71,M8X 1C4
3953,jqsj8FQUa2w6G1XN4Gqrpg,Olive Kebab Restaurant,Mediterranean,4.5,29,M8V 2Y6
3954,y0QzKWNVoXCbZpk6uhEgGA,Mamma Martino's Pasta and Pizzeria Restaurant,Italian,3.5,143,M8Y 1K3
3955,q1qjPXe0C2VXTInnWNLudQ,D-Spot Dessert Cafe,Desserts,4.5,43,M8Z 1P7
3956,Ehln9m65hoi5ylWCH2osdQ,Tich Modern Indian Cuisine,Indian,3.5,80,M8V 1B5
3957,dIT1C_9egbxu7bSk2WTrWA,Mooring Eats,Middle Eastern,4.5,21,M8V 1C5
3958,q3uuXi_U-Jqxsk5Nx1Iomw,FBI PIZZA,Italian,3.5,115,M8V 1B8
3959,JknT98CaJAfBPg6cxBn3iw,Pizzeria Oro di Napoli,Pizza,4.0,51,M8V 1B5
3960,PEb1Hm0kQ52cObjPAE6nFQ,Dimpflmeier Bakery,Bakeries,4.0,84,M8Z 2T4
3961,72_6srKAdZPSHCGNwK2Hfg,Eden Trattoria,Italian,3.5,137,M8V 4G1
3962,fCkfyCr1gFczZC816a9pOA,Spoon & Fork,Japanese,3.0,208,M8Z 1S2
3963,zEwQJl9haP5BYIl0peOpGA,Sugo,Italian,4.5,184,M6H 3Y2
3964,SYFU8LFTa9Oy6UHtxeyvsA,Insadong,Korean,4.0,82,M9A 1B6
3965,MYCrFbGo2-ZiEYqpwiKsrw,Cellar Door,Italian,4.0,59,M8V 2B3
3966,9nBk3mCFXrwH8cpBqB5pFQ,Bloom Restaurant,Latin American,4.5,61,M6S 1P1
3967,5WQzKY_Bo_ki0CfBxXgyZA,Krazy Roll,Japanese,4.5,38,M8V 0B7
3968,s7XVRYnDgohSDlwtta5euQ,Napolitan Brick Oven Pizza,Pizza,4.0,55,M8Z 6A4
3969,cjgMpPvY2dgJ3vAq556SiA,U-Know Sushi,Sushi Bars,4.5,42,M8Y 1H8
3970,VfObC14Imeqett9BEAvJrA,California Sandwiches,Sandwiches,4.0,77,M8Z 1T8
3971,prlIJsg3UEg3DioOZPFhig,The Burger's Priest,Burgers,3.5,177,M8Z 1V1
3972,svijhRN0hWIHfKb421D1Tg,JOEY Sherway,Canadian (New),3.5,164,M9C 1B8
3973,VoJbh0ad4x5lnWPHx1sxVQ,Tartistry,Desserts,4.5,24,M8Z 1S2
3974,McaRYgVwOCmtWkKxNsXlZg,Royal Meats Bar/Beque,Bars,3.5,112,M8Z 5G5
3975,SJBzyJDCR_f6dx5tpYAABA,Kibo Sushi House,Sushi Bars,4.5,27,M8V 1J5
3976,E76D-dlsLBzYloX6Ov96QA,The Empanada Company,Latin American,4.0,82,M8W 3N3
3977,nrUoS2wgmJ1LSkFfSlOjvg,Bonimi,Cafes,4.5,35,M8X 1E7
3978,wfe31gLa1qtAgiCVI0cH2g,Pastucci's,Italian,4.0,27,M8Z 1N1
3979,ptvN80KgWDINzWu80mHK5Q,Patisserie 27,Bakeries,4.5,70,M6S 2E2
3980,9xdVIIzHp12Zrox5aFaaHA,Pizzeria Defina,Pizza,4.0,133,M6R 2M6
3981,PMsqD6wHCfxdrZkGXIepvA,Mandarin Restaurant - Queensway,Chinese,3.5,74,M8Z 1S1
3982,CFZhZukrsIcFIxZ2I0p5Og,The Sydney Grind,Cafes,4.5,22,M8V 1J1
3983,Ae4ABFarGMaI5lk1i98A0w,Himalayan Kitchen,Indian,4.5,118,M6R 1A1
3984,tHjRafhkBKYDdlKAD7Dntg,Cactus Club Cafe,Cocktail Bars,4.0,107,M9C 1B8
3985,VFRSCkkLM_h3qWpVXPd5VA,Momiji Sushi Bar and Grill,Sushi Bars,4.0,83,M8X 1B8
3986,qQOs9v-lm7Vc6KH_0X7SOQ,St James's Gate Toronto,Irish,4.0,72,M9A 1C2
3987,wo6Z6VLOJejln04CsoX1WQ,Il Paesano Pizzeria & Restaurant,Pizza,4.0,83,M8W 3T8
3988,HrpUTslC8C3icEgaDD6oIw,Allwyn's Bakery,Caribbean,4.5,24,M8Z 1P6
3989,ZKklfxHUlL8_xReUyZfSUQ,Vibo Restaurant,Italian,4.0,49,M8X 1C1
3990,Cp01l4XUjd-6x-6v4KiIEg,K&B Sushi,Sushi Bars,3.0,171,M8Z 1R6
3991,gc2XZigymAwwNkjihdkO5w,DeCourses Café,Cafes,4.5,22,M8V 1M1
3992,hKlib0mgTS4rug6CGPAV6g,Wingporium,Chicken Wings,3.0,103,M8Z 4P8
