restaurant_id,name,category,ratings,review_counts,zip_code
STKP9Z3dMFj7cFtIWXtldA,Dairy Queen,Ice Cream & Frozen Yogurt,4.0,26,L3R 9S5
CNLYeWal9pL0Y8GN5LjJDw,Meet Fresh,Desserts,4.5,12,M1V 0E3
2PCz_uVX7GOXtGHNXAPXhw,Sugar Marmalade,Desserts,3.0,73,M1V 0C9
Eaxf3bmxnMljIylk_2ZW2Q,Pinoy Waffles,Food Stands,3.5,30,L3R 0Y5
SQbOGhzEWgyS8lNqkcu9Fw,Garden Hong Kong Cafe,Hong Kong Style Cafe,3.5,80,L3R 4P9
LY80tYTJSgJeCalv2c62Cg,Harmony Restaurant,Chinese,3.5,31,M1V 5N1
y__uQsz_5q-3yXKeMRFU9Q,Sweet House Dessert,Desserts,3.5,76,L3R 9X3
_1kygU523usjtQ3IILzDkw,Oo-Kinza Fish House,Japanese,3.0,94,M1W 3Y1
I1pLg_ZjLMcie3g58I_GZA,Metro Square Cafe Restaurant,Cafes,3.0,106,L3R 1K9
VVUL1lzBOipXJlOG1wURMg,Tangerine Asian Cuisine,Chinese,3.5,94,L3S 3S1
lDukJgkL2acR_yPDkvnwjw,Com Tam 168,Vietnamese,3.5,49,L3R 0Y5
teDbCTDdgICtC-pSTzCBAA,DM Chicken,Korean,3.0,55,M1V 0C7
pP36B7aQh39jwBzHBs40ww,Danny's Fish & Chips,Fish & Chips,4.0,65,L3R 1M7
c-TjBr30IJ-mxosFUovgig,The Alley Warden,Tea Rooms,3.5,58,L3R 8B5
DvdQa47w03CVIDtqIAf5oQ,Copper Branch,Vegan,4.0,45,L6G 1B3
2CkqCWvbV1VoO5aGSvaQRQ,CoCo Fresh Tea & Juice,Juice Bars & Smoothies,3.5,80,L3R 5Y7
ITmIikltLM5wB7ivyI2B4g,Kabob Guys - Afghan Grill,Kebab,4.5,28,M1S 1S8
A1Xgwse4245M7bTglE5jXA,Firkin on the Bay,Pubs,3.5,54,M8V 1A1
rxr0kjcVwX22QI2Hq5iA4w,Grappa Restaurant,Italian,3.5,26,M8Y 1K8
vdCO-FA2L86XpMazfYlnVw,Izba Restaurant,Modern European,3.0,51,M8Y 1K7
Oz4S6OoptmKAZfGBsa5x9g,Rocco's Plum Tomato,Italian,3.0,48,M8Y 1J2
y4tQvcCMQCYB82qV-OhqIg,The Rustic Social House,Cocktail Bars,4.0,14,M8V
sHnN3JliwVWvGX76Odmlbw,Local Kitchen & Winebar,Wine Bars,3.5,81,M6N
gTzBrOVpzlRGi9po3UzcJQ,Breakfast Room,Breakfast & Brunch,3.5,21,M8Y 2R3
ZogV_sPyn2FSb6nrc3eIng,MELTwich Food,American (Traditional),4.0,12,M8Y 1L3
T4ERE29orvZoRJxKXFwEFA,Three Brothers Restaurant,Mediterranean,4.5,7,M8Y 1K8
sg9k_AhqasHCma-_JnGLsw,Palace Pier Park,Parks,5.0,6,M6P 3K7
BJ0pJxKFxzVGDtsknbLFRQ,Ruyi Garden Chinese Restaurant,Chinese,3.5,16,M8Y 1K7
pQyPa2pdQSQCn5gjJW_BTw,Golden Stove,Chinese,3.5,20,M8V 1C4
rIT-2aXUkBFeDBHjAz24Vw,Fresh Pizza Plus,Chicken Wings,3.5,16,M8V 0B1
HB6brhDEQKVFwsZTXIg9-A,Martin Goodman Trail,Parks,4.0,13,M6P 3K7
yFTCceSx3CPAa4X2rKEY2w,Humber Bay Park West,Parks,4.0,9,M8V 3X7
Ft54rxPfVRo2VGAEG20O0Q,Little Tibet  Restaurant,Himalayan/Nepalese,4.5,21,M6R 1A1
cpjAqwVzGjDn6EpVl4n2mw,The Bread Essentials,Bakeries,5.0,4,M8Y 2R5
_4noxz6NM0gBeVhZ58Emtg,Lamanna's Bakery,Bakeries,4.0,288,M1B 1G8
_BBXbO8lI-yf4uLHUzRkgw,McCowan Fish & Chips,Seafood,4.0,49,M1J 1K2
E_mRnwhHLuz6tgMBScw1mw,Phoenix,Chinese,4.0,39,M1J 3H3
Q8uwArm4h8bhsqxw84Gd8w,Charcoal Kebab House,Halal,3.5,70,M1H 1A4
Q62lGVKqoKJ09lZNt2qpfw,Lucky Chinese Restaurant,Hakka,4.0,80,M1P 2S1
ydqsVyGMN7N-E1aOA0wOnQ,Patty Time,Caribbean,4.0,34,M1P 2S8
9_Zdmxwqu3jFWwxaD14qEQ,Montmartre Bakery,Bakeries,4.5,35,M1P 3A6
QbezpPQVADzR58m5Ngy2NQ,The Olde Stone Cottage Pub & Patio,Pubs,3.5,51,M1J 3H5
ig8HTfHUoXDxmZSV4-73JQ,Malt N Salt Fish & Chips,Seafood,4.0,26,M1C 2J6
cQ2T1Vya1kk7MQuDeojo7g,Starbucks,Coffee & Tea,4.5,21,M1B 1G8
YjGduTmr7wTF_lPAY2Hpng,Sammy's Family Restaurant,Diners,4.0,25,M1J 1K2
24Dii6bFstEhJyb2i6u6xA,ACR Hot Roti & Doubles,Caribbean,4.0,37,M1P 4Y4
De8Z9rLZOmf-icp3gDxCZA,Anjappar Chettinad Restaurant,Indian,3.5,58,M1J 2H1
ISpbRNwI_HnICKFopCkn1w,Amazing Shawarma,Middle Eastern,3.5,34,M1J 2E4
CGKgDk1f-VAu0BHOivqmLQ,Prague Restaurant,Czech,3.5,19,M1G 1H1
JTIbsAs3qUq-0bNIh404ng,City Fried Chicken,Fish & Chips,4.0,18,M1P 2S2
w-Y_Ys_M6em6SLA9-CFbwg,Little Bavaria Restaurant,German,3.5,26,M1J 2H6
FgHjnpJkCMj62b9P6n7Iig,Ace's Place Bar Grill Hub,Canadian (New),3.5,28,M1E 1P1
YiqMMUXr3GwswdVnlgGUKg,Shoeless Joe's Sports Grill - Morningside,Sports Bars,3.0,20,M1E 3E6
t_i2Viy-GcEMnDwsnkcoCw,Sail Sushi,Salad,2.5,32,M1E 2M8
ZPI1t-WcZruILq7OQYnZHg,Real Fruit Bubble Tea,Juice Bars & Smoothies,4.5,7,M1H 1B2
CaJL4GYQ8Knvg2FZXRkz0w,Kapit Bahay Filipino Restaurant,Filipino,3.5,11,M1E 4S6
2TpwdhlF-A-I3AqnyyaWkA,Bendale Restaurant,Breakfast & Brunch,4.5,9,M1H 1A4
RBm3fpUIXzltpy_Fyb0lTA,Call A Chicken,Fast Food,5.0,4,M1E 4S6
eHWnfhh6vv2xpGNY3-gbCA,Vindaloo Express Indian Cuisine,Indian,5.0,4,M1E 3G1
XZV6pSuJkfsyoT9eJc3dWw,Church's Chicken,Chicken Wings,3.0,14,M1H 1B2
ruHEkBY2ysclSFIcai4tfg,House of Wong,Chinese,2.5,22,M1E 2P3
yuRnph5nTK9OhQWHrliqiA,Lola Sally's Authentic Filipino Cuisine,Filipino,5.0,4,M1E 2N2
1SoRfuanThvBDYZEQSsePg,Starbucks,Coffee & Tea,2.5,16,M1E 2N7
PhEkAyMTP3Hmr8rpG3fBfw,Max's Restaurant,Filipino,2.5,25,M1H 2A8
H-Qjk9Lglp2s_nvBlURAeQ,Real Fruit Bubble Tea,Coffee & Tea,3.0,17,M1S 3L6
hDrdznB4GLdP8TpwHsakRg,Popeyes Louisiana Kitchen,Fast Food,3.0,11,M1E 4P7
gVgsvdaJ33H1oHrdmJsI2g,Kuya Joe's Kitchen,Filipino,4.5,5,M1H 2Y1
j2VQzdLBmI7QZDBXPpBywQ,Rex's Den,Gastropubs,2.5,15,M1C 1A3
aOmkkTQxSwjlFXePTpXGew,cones and characters,Ice Cream & Frozen Yogurt,4.5,6,M1B 5M5
lCZQuid0eBe_5ZHOW2xNFg,The Golden Chopstick,Chinese,3.5,8,M1C 1B4
5Qnl7wucN7udA_4zZKFbAA,Bismillah Halal Pizza,Pizza,4.0,10,M1J 2H4
-mpWgVbzw6YpZAYVXkTs2g,Eggsmart,Breakfast & Brunch,3.5,13,M1B 0B6
Zp5xil8pC6Bm-fFOWIbh0Q,Burrito Zone,Mexican,2.5,17,M1H 2V6
9qsYVRQL5Xt059cy9fBHDw,In The Spirit Yoga Studio & Wine Lounge,Yoga,4.0,6,M1C 1B6
HdQrBS3jrtOrRqzRymgiig,China Gourmet King,Chinese,3.5,8,M1E 2M8
cY70RdP5w6gxRhY-wZ681A,Shahi Karahi,Pakistani,2.5,17,M1H 2A4
KKwTsS7GNSP7pHeEYCViRg,Karla's Roadhouse,Pubs,5.0,2,M1E 4Z4
t5uxQVxvbyeM9y7DON7hOQ,Amigos,Canadian (New),4.0,6,M1C 1K5
oxLLLMC78Oq0jDdMwbOtBw,Thomson Memorial Park,Parks,4.0,7,M1P 3X9
-Ggr1M22MxTbP2J8L7oHqw,Papa John's Pizza,Pizza,3.0,9,M1E 4Z4
S47qerKWSdrq2q6XwFgYrg,Harvey's,Comfort Food,3.5,6,M1E 2N5
Lgm5sFsDCoOiJ4NgOIiTRw,241 Pizza,Pizza,4.5,3,M1H 1A6
1R_y0NS0tmFe5dkfJeabWg,Starbucks,Coffee & Tea,4.5,4,M1P 4P5
DQbbE26lEFq4rEFSaEEhRg,Swiss Chalet Rotisserie & Grill,American (Traditional),2.0,19,M1B 3C3
2vyjdKZJM5fv0v7Iob0FcQ,Mirchi Dhaba,Indian,3.0,9,M1H 2Y2
Up3SGssSpV0-aLb4E2QSYw,Simit The Big Bagel,Bakeries,5.0,2,M1H 3C7
NOiy9SBKXCKvbNzpZwOuIw,Bourbon Street Grill,Cajun/Creole,3.5,7,M1P 4P5
9w1N8NjX9K61qaslqK9aPw,Chick-N-Joy,Chicken Wings,3.5,6,M1B 3A4
omfSvRsQVhJkU_yB8udhIw,McDonald's,Fast Food,3.0,8,M1H 3B4
u5XWrLv6uo3i_rhxH4wLDA,Eggsmart,Breakfast & Brunch,3.0,7,M1E 2N4
HML9ElO3X20nYOX_l8mwBg,Al Madina Halal Pizza & Bakery,Pizza,5.0,4,M1P 2S2
iU_CXyBuvZx-hU46cnCXvA,McDonald's,Fast Food,3.5,4,M1B 3C3
uF0Cq7DWqEUlq_-xRHExMQ,McDonald's,Fast Food,4.0,5,M1P 4P5
OYgCzDDNpgfCs0tNxIzesA,Rouge Valley Conservation Centre,Hiking,4.0,6,M1B 5W8
NjJz1rOmpS1l7dUyJoIzVg,Island Sunset,Caribbean,3.5,6,M1B
aAGo2MMC2hQlG5uhPPNnjA,Su&Shi Noodle Bar,Sushi Bars,2.5,15,M1P 4P5
l03n2u_1pV7R8RHsjtobpw,Amazing Shawarma,Middle Eastern,5.0,4,M1P 2S1
k9gaDDBYOOdVn0dfEMSntw,Crane Express,Food Trucks,4.0,3,M6A 1Z4
Rn1nkYXpdQQ3ACtM_6Zy3Q,Morningside Park,Parks,4.0,2,M1E 1B9
2FWOcqqSQQp4dIkNsVhUcQ,TD Pizza,Pizza,4.5,2,M1G 1R1
mLI9Jf7byDnT6WDXsnlW5Q,Baskin-Robbins Ice Cream,Ice Cream & Frozen Yogurt,4.5,3,M1P 4P5
M3IBaTYgt8KDEUsq3Yno6g,Tim Hortons,Coffee & Tea,3.0,8,M1P 4P5
DAKL_KRkdNVr6Sa_GuTksQ,Guild Park and Gardens,Parks,4.0,4,M1E 1K7
bb_SEhb4TmwTh_glo9qrmw,Mario's Pizza Kitchen,Pizza,4.5,3,M1S 3E5
Mv5mQrVtnwwO7GkKNp5qUA,Banana Leaf Catering and Take Out,Sri Lankan,4.0,3,M1H 2Y2
XejOwysbfas9bGFsv9Xd3A,Hot And Spicy Caribbean Takeout,Caribbean,4.5,2,M1J 3C4
OUsUe1VPAC3U2Qa0jKlspw,Burger Factory,Burgers,2.5,11,M1H 2V6
k6DUKgCjLQ1h6vh8p9EyyQ,Shuyi Canada,Bubble Tea,4.5,3,M2N 2Z8
fCzRSrzvKburjoCk1e3Mog,Metro Golf Sportsplex,Golf,3.5,6,M1S 3R1
xyWjGIkXRwUThjRNz8SqcQ,Ten Ren's Tea - Scarborough Town Centre,Coffee & Tea,2.5,11,M1P 4P5
-g_ZoyofUWExZJoTFpKqJw,A&W,Burgers,4.5,2,M1H
pVcrE9QArzJz_n73KxXV6g,Guild Park and Gardens,Parks,5.0,2,M1E 1P5
WaNsCfQuNqq5mN-9Rm6-Lw,Wendy's,Burgers,2.5,3,M1E 4B8
ccTA3iIHza7I4fUgVvbIeA,Tim Hortons,Cafes,2.5,5,M1E 4B8
Bz75D7cx4bhHGuwc20IN1A,Pita Land,Middle Eastern,2.5,10,M1E 2P1
ntkN64kn0MBLdxxjq1jLFQ,B & A Bakery,Bakeries,3.0,6,M1H 2V5
hxEzLvZncAaPyXW_0atsKQ,Mucho Burrito,Mexican,3.0,14,M1B
wvpeEJHhNpy7Bk_sKGvLcw,Blue Sky Bakery,Bakeries,4.5,3,M1J 1C9
M_OC2olkkpovsySs4GKSCA,Wimpy's Diner,Diners,2.5,16,M1B 5M5
rmYbmejE1mhtmI9XODepkA,Scarlet Ibis Family Restaurant,Caribbean,3.0,10,M1B 3H1
xKX9TS-tCjMzu1BQeKZO-w,Thai Express,Thai,3.0,9,M1P 4P5
MSPxscoI0criVI1EhBmf5A,La Prep,Cafes,2.5,6,M1C 4Z4
ZSHVccYO2pIYpysZZLapaw,Polka European Deli,Delis,4.0,4,M1H 3E5
0sLskWuecHYjn3CZfn8qTw,Timothy's World Coffee,Coffee & Tea,2.5,11,M1P 4P5
k-PxUoiqD-jxtBOdQ1kF0A,Pizza Depot,Pizza,2.0,9,M1H 3B7
QIYNDLfNr1fuD8hKoq_qNg,Burger King,Fast Food,3.0,7,M1H 1B3
0K-XQZRh_56WCky5REiHmQ,D'Pavilion Restaurant & Lounge,Caribbean,3.5,8,M1H 1A6
QF4tRJ-ot7dYwebAsn0seg,Mengrai Thai,Thai,4.0,277,M5A 2V3
a8pmtlVKf7NiSLI-4KejIw,El Catrin Destileria,Mexican,3.5,912,M5A 3C4
ETQ6DUFHZXMwfv8EqEdImQ,Tandem Coffee,Coffee & Tea,4.5,100,M5A 1K9
UxWH8zRYIBgs6Q2oykvRdw,Cluny Bistro & Boulangerie,French,3.5,570,M5A 3C4
3HVxkz03TS_ssJ7j3x5dRA,The Distillery District,Local Flavor,4.0,206,M5A 3C4
WbS58nfQQZaxWk1BUPBuJQ,The Poke Box,Salad,4.5,163,M5C 2C5
nBl_4gw5ecGzNkHyzfii8g,Terroni,Italian,3.5,671,M5C 1K6
SPj8L5VMep_OhkoNz-WLQg,The Chase,Seafood,3.5,377,M5H 1Y4
qQPJ9aTyVa9DGWiLi97g5g,Crepe TO,Creperies,4.5,89,M5C 3C8
tWdp26XQEJqJGnRmFVJQxA,Mangia & Bevi,Italian,4.0,216,M5A 4L5
yH0sMc0CE_k1aWbumt04xA,Soma Chocolatemaker,Chocolatiers & Shops,4.5,127,M5A 3C4
vh1tPEaPioD78QmoqnWXpw,Sukho Thai,Thai,3.5,487,M5E 1C9
n2NRR4N-kmeDvhHJivHGkA,Gyu-Kaku Japanese BBQ,Japanese,4.0,189,M5C 2G2
DizSoX0FqH_EvXSHW6wEIQ,Le Petit Déjeuner,Breakfast & Brunch,3.5,354,M5A 1J5
k3fn9JFiNLNy2q5p0cE1kg,Carisma,Italian,4.0,173,M5C 2EC
7ODXq--HE7QpzvWwgk5rMA,Barberian's Steak House,Steakhouses,4.0,277,M5G 1H1
AED5R0yXVzJvWAGEqWBG4A,NEO COFFEE BAR,Coffee & Tea,4.0,175,M5A 4P3
mU4EnLW8Z6GRvA93HSwInQ,Farm'r Eatery & Catering,Canadian (New),4.5,98,M5A 4P5
tIvDO_1WNbb6UAifErQ-Ug,Balzac's Coffee Roasters,Coffee & Tea,4.0,187,M5A 3C4
MzEH3h8meWt7fW146U7y0g,Rooster Coffee House,Coffee & Tea,4.5,100,M5A
Pthcdg09sHQ9M9Tj5P9gfQ,C'est What,Breweries,3.5,325,M5E 1B5
Orgm9nmcClxnAUva4nOKyA,Hothouse,Italian,3.5,347,M5E 1T3
RADloW1UROUn4FJFU4JJNg,Buster's Sea Cove,Seafood,3.5,307,M5E 1C3
SAINRBBSh5WzyfD_5-wRmw,Versus Coffee,Coffee & Tea,4.5,94,M5C 2R6
6eRSdODyj9GS0w6zlhrWkg,Adega Restaurante,Portuguese,4.0,146,M5G 1H1
JCqB36SVDjTDsXp-4gBn9Q,Carousel Bakery,Sandwiches,3.5,213,M5E 1C3
m2hz26KM3kLN_AS5CcEjPg,East Thirty-Six,Cocktail Bars,4.0,171,M5E 1C7
sQ2dJZ-oHWe2rs0QFLOUJQ,Souk Tabule,Middle Eastern,4.0,102,M5A 1H7
G1Ce_QBHwT_R8Fc2-ARrwQ,Tachi,Sushi Bars,4.5,139,M5H 2G4
aHQOfN-PRlx_4dnJ6fPZXA,Patties Express,Bakeries,4.0,140,M5G 1G7
YtfQQHdcQ_bGl2V0Agxw1A,Bindia Indian Bistro,Indian,4.0,180,M5E
V3hRG0JLX5kVkmKpTykBVQ,Black Canary Espresso Bar,Coffee & Tea,4.5,91,M5B
-Tpo5r3kF_z4iilx8JXhvA,Basil Box,Vietnamese,4.0,175,M5B 1S1
C4sVRSWeWuXo0OtnXewsjQ,Fusaro's,Italian,4.0,85,M5A 4S7
TTuVZKQV76RsBZrO-FRIJQ,Tiger Sugar,Bubble Tea,4.0,123,M5B 1S5
mXsumyOgPP-cRQuFQmRivg,Barsa Taberna,Tapas Bars,3.5,189,M5E 1A9
5B8dlAoL59SjTft330E9cw,Mos Mos,Cafes,4.0,98,M5S
-smUKwiwkWmz1qWUcgqYsg,Cafe Oro Di Napoli,Pizza,4.5,41,M5C 2H2
exysqt4RqxkF9I8Z2NEUsQ,King Taps,Canadian (New),4.0,300,M5X 1A9
7gTsWzLnmEQBesGRtI9yew,Cacao 70,Breakfast & Brunch,3.5,184,M5A 3C4
bAdlbqHs4ayJxOXOUFQDyw,Nami Restaurant,Japanese,3.5,164,M5C 1K6
ZDDzKXN_JXe7694zePRuTQ,Chatime - Dundas,Coffee & Tea,3.5,310,M5G 1C3
D9Uf7UmU2KlgS_H8lJwOrA,Bolet's Burrito,Mexican,4.0,98,M5A 1K5
gbjIwB_r6y4YhaZMwEK6mw,Brick Street Bakery,Bakeries,4.0,134,M5A 3C4
QFPS9JBNdOOHVP0C3pSslw,Earls Kitchen + Bar,Canadian (New),3.5,430,V5H 1J9
QJf992yAgUpNeFMuTTPQ1A,HotBlack Coffee,Coffee & Tea,4.5,144,M5V 1Z4
Gl6xFX8vM5dqknF9azPCMQ,The Keg Steakhouse + Bar,Steakhouses,4.0,124,M5E 1A7
XT25YpQoNDuzAZHur-HZ8g,Pizzeria Libretto,Pizza,3.5,309,M5H 3B7
e6UDJBEIoXBbnXtdwkqIGA,Hot-Star,Chicken Wings,3.5,262,M5B 1S6
5vgieFiCubi43G6ciiFhNQ,CC Lounge & Whisky Bar,Lounges,4.0,89,M5E 1B3
gOBxVkHpqtjRRxHBIrpnMA,Chipotle Mexican Grill,Mexican,3.5,229,M5B 1R7
uthbVCNZqmExJTzhII9iNQ,Paramount Middle Eastern Kitchen,Middle Eastern,3.0,346,M7A 2H1
HkPnai4LMRjAYZkZ2AQLkA,Page One,Cafes,4.0,80,M5B 2R7
olllmpQVBHwOQmarQro2fw,Over Easy Restaurant,Breakfast & Brunch,4.0,155,M5E 1G5
U-a61zpbsDNVtKm9W1aqLw,Jimmy's Coffee,Coffee & Tea,4.0,137,M5G
A6bnXx1see4yZSaVVCVDyw,Rolltation,Sushi Bars,4.0,212,M5G 1C8
HeGExoygVt7pqo_39O6aFA,P.J. O'Brien Irish Pub and Restaurant,Pubs,4.0,98,M5E 1E3
i7_JPit-2kAbtRTLkic2jA,John & Sons Oyster House,Seafood,4.0,101,M5H
1pE3hc4Y13X2wCjhhi1e-g,iQ,Coffee & Tea,4.0,72,M5J 2T3
fobkeIEzbJtej-udG4UoRg,Madrina Bar y Tapas,Tapas Bars,4.0,92,M5A 3C4
Q4RSmF0s-AkaegrLFCLEbg,Donatello Restaurant,Italian,4.0,149,M5G 1H1
hlrZHM4D48XiQtXh6cRg_w,The Old Spaghetti Factory,Italian,3.0,359,M5E 1A6
xyAbFNEIFSy_OKNptyzCmg,Reds Midtown Tavern,Wine Bars,3.5,203,M5B 1S8
N_2yEZ41g9zDW_gWArFiHw,Sweet Jesus,Desserts,3.0,702,M5H 1X9
mkceCArNe87jwSdLfsslXg,Bosk,Canadian (New),4.0,144,M5H 0A3
V9DPZmn2irq3hC-X4vxaBg,Betty's,Cocktail Bars,3.5,129,M5A 1K1
cUvCVDTnYosaf8dir936Ew,Figs Breakfast & Lunch,Breakfast & Brunch,3.5,134,M5A 1S8
piZ4JqJI5WTljJuQV7yZHQ,KINTON RAMEN,Ramen,3.5,447,M5T 1L1
4QcgDtZkU6RE5v7FEXUuqw,Toronto,Local Flavor,5.0,27,M4B 1B3
RqIZnkRaCPI9qXYoH5w0RA,Dark Horse Espresso Bar,Coffee & Tea,3.5,138,M4M 1G9
4MQaqhBUJCpghGukSWNq7w,Loose Moose,Sports Bars,3.5,411,M5J 1G2
Qa4eXuZ1IFPwnVXJcpZWtw,Real Sports,Sports Bars,3.5,459,M5J 2Z2
SZuroTnXB7FwOlHp8Jahyg,Aanch,Indian,4.5,163,M5V
ryEwIARbKHvb0lCkAam8dQ,Sud Forno,Bakeries,3.5,150,M5C 1X3
1nQMj-F3Oz3IeP9h10CNIA,The Blake House,Pubs,4.0,129,M4Y 2G6
HSPMT3m9OOD4ypMO4wwOdg,Fresh On Front,Vegan,4.0,82,M5E 1B3
hXVaXtDO9NnvCOSMtFuHRg,Kawa Sushi,Sushi Bars,3.5,159,M4Y 2C5
QoXT0qI6_3WeHImUuLAyjg,The George Street Diner,Diners,3.5,132,M5A 2M6
xy1McNUocWlt-8DZ7Ifg9A,Pravda Vodka Bar,Lounges,3.5,193,M5E 1C7
gIQZsUBJhtyLquNd2Wss1w,Prairie Girl Bakery,Bakeries,3.5,140,M5H 1A1
4cg0UV1tEznGsEGsutZZHg,Arvo Coffee,Coffee & Tea,4.5,50,M5A 3C4
umLn7zBi0-5VEFUyZ3XlEQ,Suite 114,Cocktail Bars,4.5,72,M5G 1C3
0JqPI6mv7xHloURlf0L4Mg,Thai On Yonge,Thai,4.0,128,M5B 1S5
OJLR2T3CgXQkUgFmqrkTwQ,Istar Restaurant,African,4.5,26,M9P 2M5
5dCc97soE5SUbHagsf6BXg,The Greater Good Bar,Bars,4.0,50,M6H 2C3
j943gfwJ5u-IybuZ4ZIJlw,Cafe Con Leche Espresso Bar,Coffee & Tea,4.0,32,M6P 3S6
VkdUpbDrxaPGdNXpWpKh9Q,Love Chix,Chicken Shop,4.0,43,M6P 3S6
5X3dzKWnBdV-KmxdGEPb_Q,Chito's Pizza,Pizza,4.0,56,M6H 1N9
tHSGXkfiKQAAnAJ_ta_DXQ,Donna's,Salad,4.5,21,M6H 3Z2
bDiWN4ervEwrwSAmpfHBMg,North Of Brooklyn,Pizza,4.5,27,M6H 2C1
PzxaySdQuhULRTXhWwM8Kg,Hula Girl Espresso Boutique,Coffee & Tea,4.0,42,M6P 1X3
l8aXvi2eMpU9MHw2DhivIA,Seoul Shakers,Bars,4.5,25,M6H 1N6
h0TKP2PK0QaAqvqdILU1Vg,The Gaslight,Cocktail Bars,4.5,24,M6P 3L4
U_-j8L1rXbucWWZDLpYAAg,Ali Baba's Middle Eastern Cuisine,Middle Eastern,4.0,40,M6R 1X3
JqCPbQ02W0Jbxrp6X94KQA,Cantanhede O Bairradino,Portuguese,4.0,37,M6H 3Y8
wStBPd_7GfhPK2V_pTX0nQ,Vena's Restaurant,Caribbean,4.0,33,M6H 1N7
WdB_1TDZanjfBcT2Xj5Ljg,Boo Radley's Junction Bar and Grill,Bars,3.5,44,M6P
pTbkdBDDKxNVjKUZ_6RAug,Xawaash,Middle Eastern,4.0,130,M9W
KWfLQddMBZNoh1bVcgASfA,Karahi Point,Pakistani,4.0,76,M9V
MrwnT4FCdcLd_GmQPGJMyg,Samosa and Sweet Factory,Indian,4.0,76,M9W 6J9
A7IQT6RYVSWkvEAbiLCdtQ,Desi Spice,Indian,4.0,49,M9W 6J1
F7uDccc_XT5aYamZeSkcZw,Sake Sushi,Sushi Bars,3.5,163,L4L 1T9
QrO_VmwDfdO5NzfmBeNhQw,That's Italian Ristorante,Italian,4.0,82,L4L 3Y9
bDAkngRX4-ci1sAJfMWDbw,Holy Chuck,Burgers,3.5,152,L4L 5W6
ikUSTcW7AL4nKsBjx5co0w,Hakka Urban Bistro,Indian,4.5,52,L4H 0R9
yS7331JlJdKlk9VNaSt64w,CopaCabana Brazilian Steakhouse,Steakhouses,3.5,139,L4L 5X8
w-Q_ZVaRk3_6SGI2_zIR3g,Plaza Latina,Food Court,4.0,42,M9L 1Y8
Si9JA_FUpUSLekeMJc1Edg,Dolce Bombe,Desserts,4.5,27,L4L 0A2
CzwowIhuiBfW9O0MqUJhKA,Tandoori Time,Pakistani,3.5,31,M9V 4J9
zMqkXH70p-WDYj2xqR2Wuw,Wok Of Asia,Hakka,4.0,40,M9W
1LgTAIEY1si5qVGJBLSGcQ,Cannoli Queens,Bakeries,4.5,23,L4L 5X9
nfEvPIzk5t6qMZ0rstY6Yw,Tropical Island Caribean Restaurant,Caribbean,4.5,24,L4L 4Y9
Jq60uSolPAPJKXulKzyP4Q,Brar Sweets & Restaurant,Indian,3.5,37,M9V 2X5
-qdbWrCU8Ktg80dk458BAw,Chat Hut,Indian,4.5,45,L4T 2G8
GkrElnysLT5iWSEbqcVkzg,Golden Joy Hakka Restaurant,Chinese,4.0,24,M9V 1A5
f6T2YaTfGoSyQV-l4jzrjw,Rajdhani Sweets & Restaurant,Indian,3.5,31,M9V 2X5
ljEo_8ZzFjdcF_kQWCYxzQ,Paradise Shawarma,Fast Food,4.5,23,L4L 0B2
4ritTGFnNxmKnKm-UX3kPQ,Punjabi Dhaba,Food Trucks,4.0,53,L4T 1A6
qhdwhLuZclpZNw2U4jzKYA,Roti Roti Family Restaurant,Caribbean,4.0,25,M9V 1A6
-hAFDLTPzrPA8zVqD9-Agg,Mushkaki's,African,4.0,39,M9W 1P6
H00PQCpIiEzi0u_OmA_Qqw,Big Cannoli Lane,Bakeries,4.5,15,L4L 8E4
Rnck2nc0j-FbolNiae2grg,Golden Asian Cuisine,Asian Fusion,4.0,27,M9W 0B1
k22jEgrdzTYX3fwfY8pO2Q,Aida's Pine Valley Bakery,Bakeries,4.5,18,L4L 5V2
AcZtaoZAfkHgTybfqmkdVQ,Pattie World Bakery,Bakeries,5.0,7,M9V 5H1
fvmz-ysIyOx4IU-FWlGSBQ,King Of Fish N Chips,Seafood,4.0,29,L4L 2J1
u28SYjn6swe7A2DWdgZ7NQ,Peppers,Caribbean,4.5,9,M9L 2K9
DXsV1EmzKcsnz8bzCHyqnQ,Sweet India Restaurant,Indian,4.0,73,L4T 2H1
tvDZJVdwCLgAD-EfZblpGQ,The Corned Beef House,Delis,4.5,17,L4L 6A4
mevOvXMnlTLbSl4w8fcG2A,Choice of the Orient,Chinese,4.0,22,L4L 9S2
6yW1uv6ROT6WWtexIKsmwQ,Hakka No. 1,Asian Fusion,3.5,39,M9M 2E1
HAqFrpN8ukzFZuSgTvLijw,Faley Restaurant,Indian,3.5,47,M9W 5Z3
YON-YB8Eu5MCEQrAC5BYDw,Fionn MacCool's Irish Pub,Bars,3.5,52,L4H 0R2
0r6N4FBduexsQaqYDemxIQ,Fantasy Fair,Amusement Parks,4.0,27,M9W 6K5
DBzIH3gX6Qf2hedvHb02UA,Ali Baba's Restaurant,Mediterranean,4.5,20,M9W 1P7
uhb9APvtQP1IZyyoO7gK0A,MOMO 2 GO,Chinese,5.0,4,M9V 5H4
w6O_5Tc9LdKxVcORZuJO2w,Exotic Indian Cuisine,Middle Eastern,4.5,7,M9W 6J9
