restaurant_id,name,category,ratings,review_counts,zip_code
SnsZFsVf1tQvBCPmhe8gGw,Chaban,Korean,4.0,107,M8Z 1N7
T_ZMSF3Yj_YMQL7X60Ok7g,Flame Food+Design,Canadian (New),4.5,22,M6S 1N2
P6Zb8aRlds2xlZzYJ9DFvQ,The Butternut Baking,Bakeries,4.5,23,M6P 1Y1
zNL9Ajmn3gHUk__kpX7aIg,Cinco Mexican Restaurant,Mexican,4.5,65,M6R 2L2
8UiPh7jaIqT_Dm8Qt_9frA,Annette Food Market,Italian,4.0,68,M6P 1R1
rFb9J1njudA6j7zym5hL1Q,Magoo's Gourmet Hamburgers & Ice-Cream,Burgers,3.5,65,M8X 1Y6
TPUBgTMzvwUKjLBXBkJfGA,Ice Cream Junction,Ice Cream & Frozen Yogurt,4.5,21,M6P
M8S7poDhCIzqQx1--GB-ww,La Cubana,Cuban,3.5,214,M6R 2M9
KDiVhKB9UneT548hThK8hw,The Beet,Breakfast & Brunch,3.5,136,M6P 1Y8
c6ZJNNcruSMntRbm_VtbRg,Bread & Roses Bakery Cafe,Bakeries,4.0,49,M6S 1N6
djKTruHtS4n_vlfOknxjRw,Queen's Pasta Cafe,Italian,3.5,79,M6S 1N8
XZxJ4fG-4a3PP9VP5jvDWw,Mother India,Indian,4.0,195,M6K 1M2
abO4gvGKB0aVjsrXHlgeFg,Nobuya,Japanese,4.0,195,M8V 2W1
bbSb-uviEUNlCw1bitAmQg,Baddies,Coffee & Tea,4.0,90,M6H 3Y9
pzIXxUDaYVUFwDq6dUf1bQ,The Coffee Bouquets,Cafes,5.0,10,M6S 4E4
1i13cN3pfq7sWaQtg_t1DQ,Baka Gallery Cafe,Cafes,3.5,58,M6S 1N6
bM9deCdZjRimPggKuiJwaA,Taste Seduction,Caribbean,4.5,28,M6P 2K9
ixfpsy7M6vLAe0Xf-EWH4g,Wallace Espresso,Coffee & Tea,5.0,36,M6H 1V6
yE0f7SPDqafcaE1D8WsmDQ,Goodfellas,Pizza,3.5,67,M6S 0A1
BY9JxpTr9XAHJcgOMccz1A,Bloor-Jane,Breakfast & Brunch,3.5,55,M6S 1P9
s9Xme3zGwJtId5_6YonmhA,Amber European Restaurant,Modern European,4.0,33,M6S 1P5
s8N66BJ9P-sqhisX47o1Sg,Roti Time,Indian,3.5,57,M6N 1L7
oOjrQzpdPjx8EwAh8kGcXA,Luna Junction,Portuguese,4.5,20,M6P 1Y5
hjdKH8-hrV97anWxX0JBqQ,Creme De La Creme Cafe,Breakfast & Brunch,3.5,67,M8X 1C1
RDqut1o5n3wuwUZa0CJ3jg,Kingsway Fish & Chips,Seafood,4.0,43,M8X 1C4
oY-qFP5C-t0KUknxELTzQA,El Almacen Yerba Mate Café,Coffee & Tea,4.0,83,M6J 1H8
8S60rwfUEDwOv0VE27ySTg,Demetres,Desserts,3.5,39,M8X 2J2
bNynUUb2uYtHGLSD7mS3Bw,Shangrila Tibetan & Asian Cuisine,Himalayan/Nepalese,4.0,92,M6R 1A8
Dje1VOaJy10XVz4UIZXjLw,Los Arrieros,Colombian,4.0,31,M6S 3Z2
GlxE_VRBdSMxzug_d9XnAg,Tuckshop Kitchen,Sandwiches,4.5,44,M6P 3T2
2X5I7wY_bqYWOub-q2Ba3Q,Kovalsky Restaurant,Polish,4.5,56,M8Y 1K8
JlIK-c-pINHz4WWT2xYPEA,Hot Oven Bakery,Bakeries,4.0,31,M6S 1N6
PEb1Hm0kQ52cObjPAE6nFQ,Dimpflmeier Bakery,Bakeries,4.0,84,M8Z 2T4
vcxzcp7D9IiyvyLlwpgvVg,JP Sushi,Sushi Bars,4.0,28,M6P 1S3
YrT9HFcGCJIEf0dY8-HDEQ,Pho VP,Vietnamese,3.5,40,M6S 3Z3
V8_TO86CLj0ehQGIroGvYg,Craig's Cookies,Desserts,4.0,94,M6R 1A7
cjgMpPvY2dgJ3vAq556SiA,U-Know Sushi,Sushi Bars,4.5,42,M8Y 1H8
KcOWx9eV-It7CnIRGdd54w,Malta Bake Shop,Bakeries,4.5,19,M6P 2A3
GLkhy9rE2TyBqFCjl24eAA,Indilicious,Indian,4.5,20,M6P 2A4
qQOs9v-lm7Vc6KH_0X7SOQ,St James's Gate Toronto,Irish,4.0,72,M9A 1C2
HxSINQAplSFAn6of-wexcA,Nimman Thai Cuisine,Thai,4.0,120,M8V 1C5
wuYKpHyjIfyvMR9YlwHn6Q,Dino's Wood Burning Pizza,Pizza,4.0,87,M8Z 1N6
L-3tkpZxJyqlECxt1okQDQ,Ed's Real Scoop,Ice Cream & Frozen Yogurt,4.5,44,M6R 2L5
qLCrPakPU9uArigtDu-KiQ,Uncle Mikey's,Korean,4.5,42,M6K 1T9
CgtLpRLRRKpw5nTvWxlRWQ,Islas Filipino BBQ and Bar,Filipino,4.5,63,M6R 1B3
iD8C1tZhf5cYreq3EFJ_bQ,Chiang Mai,Thai,4.0,78,M8Y 0B6
ngUPSlk_T8KUl5XJvA9yhg,Lola's Gelato,Coffee & Tea,4.5,42,M8V 0A5
CgJddyi3Han1Hu78D0sYsA,Koji Japanese Restaurant,Sushi Bars,4.5,38,M6P 3S5
-n27mJ_jQWGCuIukTvg9Mg,Cabin Fever,Bars,4.5,31,M6P 1A6
gcD74zZvgd_sAO0R1o4waQ,Garleek Kitchen,Asian Fusion,4.5,40,M6R 1A4
FwcIo83tMqzU6COsUHBGAg,Whelan's Gate Gastropub,Irish Pub,4.5,32,M6P 1A6
A3YhRPb0DPQPJL22nlYSxw,Buddha Pie,Pizza,3.5,47,M6P 1S3
Egn5h9fStvVKcFH7kaLQig,3030,Bars,3.0,102,M6P 1Z3
IKYC89dNASgiPI6iIZj8Sw,Lan Sushi,Sushi Bars,4.0,78,M9P 3B6
wdtY4TSc_UN2xuAnm6mblA,Sweet Trolley Bakery,Bakeries,4.0,34,M6P 1Z7
x1fGFjJEsOWTr3JKA0cjsA,Gatto Wood Oven Pizza,Pizza,4.0,26,M6S 1P2
H5oLlt9G6ifU11n86oP5Fg,COBS Bread,Bakeries,5.0,11,M6P
VFn4bTxMi5NbpF87h-apUg,Bua Thai Cusine,Thai,4.0,86,M8Z 1M8
65IxMPJtsgMlG-fCJy7SAg,Sushi Place,Sushi Bars,3.5,81,M6P 1B3
xu2I9EBWXV7SGHDbXA38iw,Hina Sushi,Japanese,4.0,75,M8Z 1N1
e2lqb5CMbNzxigLuW5DmGg,Full Stop,Coffee & Tea,4.0,41,M6P 1Z2
HP8mkVdLa9F4Amsp2thKhQ,Burrito Boyz,Tex-Mex,4.0,102,M8Z 1R8
U_yacPCk8HgE1ywATmQUrg,Maurya East Indian Roti,Indian,4.0,78,M8V 1C5
vnIdWzIB2W4j9cDcd6tHAQ,La Rev,Mexican,3.5,54,M6P 1Y6
Q4VYrJr_UPixyLXSnA4O2g,Everest Hakka House,Indian,3.5,144,M8V 1B6
y0QzKWNVoXCbZpk6uhEgGA,Mamma Martino's Pasta and Pizzeria Restaurant,Italian,3.5,143,M8Y 1K3
hyXNS3tSmi6njhBjgo8eGw,Toji Sushi,Sushi Bars,4.0,47,M9A 1C2
7MssGOl7IeOYCPn6uuSGxw,Bánh Cuon Thanh Trúc,Vietnamese,3.5,30,M6N 1L2
72_6srKAdZPSHCGNwK2Hfg,Eden Trattoria,Italian,3.5,137,M8V 4G1
WlkOFaqRL5vtYZZ7fl4x1Q,Three Speed,Bars,4.0,119,M6H 1M9
aQXzyObFK-Frx1fM_hLhew,Kumo Japanese Restaurant,Japanese,4.0,122,M8Z 5E7
_FChVG5UzT4yno0h5kWMTQ,The Works,Burgers,3.0,69,M6S 1N6
_ahgIGB3sl5nNYa6WPPAdg,ASA Sushi,Sushi Bars,3.5,46,M6S 3Y2
59gz9i2bVcdifaiGqf_chw,BATL - The Backyard Axe Throwing League,Axe Throwing,4.5,21,M6N 3P4
YXeRxDKwR0EuVKQwvTQVBQ,Souvlaki Hut Greek Taverna,Greek,4.5,18,M8X 1C8
TRG1rwkydMzRIlGbhHEwzA,Pho Huong,Vietnamese,3.0,92,M6P 2R1
7BB_n5ejaOG7MVJKLTiSJg,Famous Last Words,Cocktail Bars,4.5,18,M6P 2R1
amsvLzfEvCzLwP0MnXAJ1w,King Slice,Pizza,3.5,96,M6P 1A7
VSgrQWkpv15FJuqmNE3srg,Mitzi's Café,Breakfast & Brunch,4.0,97,M6R 2E2
mN0bCGteXHDpUzH2xqrABQ,Bake Sale,Bakeries,4.0,20,M6S 1P2
tTx6Ac4yQWNnRW2qMHFztg,Yumi Japanese Restaurant,Japanese,3.5,41,M6S 1P5
un1QSG18sZtO3lSuuHILrg,Sweet Flour Bake Shop,Desserts,4.5,16,M6N 3C2
3lqt0no-7Uwms82df76v8Q,Hale Coffee Company,Coffee Roasteries,4.0,42,M6P 3V6
E-K2U1RPX4Cy268CRxOMDQ,Messina Bakery,Bakeries,4.0,24,M6N 4J5
rMx2hTKVLrabu_iaI8L5vA,Home,Bakeries,4.0,57,M6H 3S5
Zkw7LIIKJWHsdxkqU5VwXQ,Ka Chi,Korean,3.5,46,M6S 1P2
F1lBfCkoi3fYudixIMH2Sg,Brewhaha At Bandit Brewery,Yelp Events,5.0,15,M6R 1X1
s7XVRYnDgohSDlwtta5euQ,Napolitan Brick Oven Pizza,Pizza,4.0,55,M8Z 6A4
mEHvb1m8_g4zGneN-RWVrA,Etienne Brulé Park,Parks,4.5,12,M8X
uCJ3IC6mRw0cgC8sOKAL9w,Green Mango,Thai,3.0,66,M8X 1C2
3GJG2D4sBDscfH0rZgsbmQ,Silk Thai Restaurant,Thai,3.5,64,M6P 1Z1
6ALBeke4yZcCorqLMvpFoA,Easy Breakfast,Breakfast & Brunch,3.5,126,M6R 1A9
oYWy-hOTCOF7h8DCAZ_Mxw,Cool Hand of a Girl,Breakfast & Brunch,3.5,49,M6P 1Y5
q1qjPXe0C2VXTInnWNLudQ,D-Spot Dessert Cafe,Desserts,4.5,43,M8Z 1P7
iDv99zgwiLqqaoXV6BLbDw,Starving Artist,Breakfast & Brunch,4.5,11,M6N 3V8
1xgJ9E_s_8n9fgw3HQbbug,La Vinia,Spanish,4.0,62,M8V 1B8
5iawpo9MaMaMcqtQxxbfqQ,Cherry Bomb Coffee,Bakeries,4.0,74,M6R 2K6
7i0kkZ79MMkI59qCGilltQ,Norling,Himalayan/Nepalese,4.0,68,M6R 1A4
EiBxa868h8wNJMOsTC1owA,RGLR Coffee,Coffee & Tea,4.5,12,M6S 2C2
znu3EN7tDFIXmiTwKvX1Ow,Osaka Sushi Japanese Restaurant,Japanese,4.0,53,M6P 1A7
lkq6i2x3vUsR7ZNrIFqoIw,The Monks Kettle,Bars,3.5,33,M8X
Q0fQ5FRT0ug80Vk9XV3iYw,Viajero Cantina,Mexican,5.0,12,M6P 1A6
5WQzKY_Bo_ki0CfBxXgyZA,Krazy Roll,Japanese,4.5,38,M8V 0B7
q1R4-UD8Al-2G226g0Ij0A,Ali's West Indian Roti Shop,Caribbean,4.0,79,M6K 1M2
2IKkooPTSW4YdrdptyBKbg,Lit Espresso Bar,Coffee & Tea,3.5,77,M6R 2L6
dGuRCJV66l-K7flfrwEgaA,Mattachioni,Italian,4.0,38,M6P 3S8
ElcjcVC348qqJ1kTS9i7xw,The Goods,Vegetarian,4.0,44,M6R 2M3
3MZ_H6D9jQFX1tBUIh_Iiw,Simply Thai Cuisine,Thai,3.0,50,M6S 1N8
xF2zrVbXtB6TxMBPGJKxog,Cafe Neon,Cafes,4.0,62,M6H 1V5
nCxaN9un60UpE1sWf8gGqA,Harry's Steak House,Steakhouses,4.5,14,M8X 1E2
iBt37-7t5GP2ZRT81yHgew,Shakey's Sports Pub,Sports Bars,4.0,28,M6S 1N8
iYVHx6Yy1Ut8JjLY40eUyg,Patricia's Cake Creations,Desserts,4.0,14,M8X 1X3
gZxqIDN4d53uydH-qM5OAQ,Henry VIII Ale House,Pubs,4.0,22,M8X 1C8
-ClafaRWkSRTfieIzO4r3Q,Roux,French,3.5,61,M6P 1Y5
_qAmhbC7mZpiblBMrhIH7A,The Commoner,Gastropubs,4.0,47,M6R
dHJn4P749RhKBTCCocW4sw,Janchenko's Bakery,Desserts,4.0,16,M6S 1P5
06e352Ie1A4edgqVl4HERA,The Alpine,Gastropubs,4.0,26,M6P 1Y8
kC9xjFyucgCupZloE8BrWw,High Park Zoo,Zoos,4.0,25,M6R
hWrr711CC8UpHvQPKyluqQ,Sempre Pizza & Pasta,Italian,4.0,22,M8X 1C4
oz4oVv0yiPFdnKnTw01TGw,Taste of Thailand Cuisine,Thai,3.5,81,M9B 1B3
0rTpli68HuH5wUFX3YdE8w,The Swan A Firkin Pub,Pubs,3.0,56,M6S 1N5
KAyQ07GqrfP1VW5MhxvEHg,Cafe Pho Nho,Vietnamese,3.5,71,M6R 1W9
fCkfyCr1gFczZC816a9pOA,Spoon & Fork,Japanese,3.0,208,M8Z 1S2
tBxrUx365G6uM0aZk6yejQ,Salsa Venezuelan Street Food,Hot Dogs,4.5,9,M6S 3Z3
3KG13qMCNegGT9oIxWAAWw,Propeller Coffee,Coffee & Tea,4.0,43,M6H 3Y5
McaRYgVwOCmtWkKxNsXlZg,Royal Meats Bar/Beque,Bars,3.5,112,M8Z 5G5
13i9_fvGykydL6wKxXq8FA,Capital Espresso,Coffee & Tea,4.0,63,M6K 2S1
ZztPR3OnI8hlKerG5e72hQ,Bar Neon,Bars,4.0,62,M6H 1N3
JzU16A6I0EFO3k4IrUBxgA,Just Greek Restaurant,Greek,3.5,42,M8X 1C2
uyIfsow3XxON9QJK2FTaXQ,Aris Place,Diners,4.0,55,M6R 2L6
xwPKDhVW_eHqvrbL8C34KQ,Thai Lime,Thai,3.5,88,M6P 3S6
9EFl_EUSaW3Qiq-8Hlc92g,Albany Pizza,Pizza,4.0,52,M6K
gaEgDDKsuBVzDFg8wsF2Ig,Apache Burgers,Hot Dogs,3.0,146,M9B 1A7
KhBRnmB4D3NxcsV9dg8giA,Birds And Beans Cafe,Coffee & Tea,4.0,64,M8V 1C5
AHrfxUnE1LdhtWTtujFMDw,OM Restaurant and Bar,Indian,4.0,47,M6R 1A1
cniVq1lxQood4a5XnTsvhw,Pho Saigon Bangkok Restaurant,Vietnamese,3.5,29,M6N 1L2
j2U2vs4WWlF6SR5SS_D1lA,Brazil Bakery and Pastry,Bakeries,4.0,44,M6K 1T8
Y8WQEE41enzefOEq_Gmhww,Cho Dang Soon Tofu,Korean,3.5,78,M9A 1B9
CmGiqR21BH7d6rsoBd-XSw,Purple Onion Restaurant,Diners,3.0,52,M6P 1Z3
Cx0o524EbpLh8Luvjx6DMw,Parallel,Mediterranean,4.0,72,M6H 2C1
Ehln9m65hoi5ylWCH2osdQ,Tich Modern Indian Cuisine,Indian,3.5,80,M8V 1B5
w4Veuk2pkyBSdCUi32DU3A,Restaurante Las San Sivar Pupusería,Salvadoran,4.5,16,M6N 1K9
JknT98CaJAfBPg6cxBn3iw,Pizzeria Oro di Napoli,Pizza,4.0,51,M8V 1B5
prlIJsg3UEg3DioOZPFhig,The Burger's Priest,Burgers,3.5,177,M8Z 1V1
hKlib0mgTS4rug6CGPAV6g,Wingporium,Chicken Wings,3.0,103,M8Z 4P8
VfObC14Imeqett9BEAvJrA,California Sandwiches,Sandwiches,4.0,77,M8Z 1T8
X_siTA_5pEvKUpNhYcxXOw,Skyline Restaurant,Bars,4.0,67,M6K 1L9
Dg4k7Y4Zy17ht_KCY7PfSQ,The MoMo House,Dumplings,4.5,27,M6K 1L9
m-kyYtxJ-0J3yuGsAoAWtQ,The Wicket Bar,Sports Bars,4.0,22,M6P 1A6
wakI-46P1BLMnf4zdH3V2g,Westwood Grill,Dim Sum,3.0,41,M6P 1S1
iNNSrMDE_OUKpRdeCt-R6Q,Peter's No Frills,Grocery,4.0,42,M6K 3C6
OR6iRk0vrMzE-1gLg-WYrw,Grenadier Cafe,Breakfast & Brunch,3.0,82,M6P 3K7
q3uuXi_U-Jqxsk5Nx1Iomw,FBI PIZZA,Italian,3.5,115,M8V 1B8
jCA6s8HQfZqSKxH5pCOZWw,Dundas Street Grille,Breakfast & Brunch,3.5,69,M9B 1A9
kf9FtBLOibE9lvWSyVAV_w,Gojima,Japanese,3.5,29,M8X 1E9
j_BZ2A5XEQSd-k7yH-S_Pw,Wilder Foods,Coffee & Tea,4.0,18,M6P 2K8
SWYm5UnakemGCHr0NJ6mhA,Caldense & Bakery,Bakeries,4.0,13,M6S 2S6
jp6wKEW6AmSJrz9TtYSx4g,The Merseyside,Coffee & Tea,4.5,17,M6P 1X3
LAqGKns1zklhNF-tbbSCEQ,Burdock,Bars,3.5,78,M6H 1N2
yg_A_TpYkJjr1fef0J6QkQ,Konjiki Ramen,Ramen,4.0,579,M2N 5P2
GTwQgfi8DN23D9fMURYUdw,Sushi Moto,Sushi Bars,4.0,353,M2N 5N6
CfxVkwEJk1NAqgqMSesLzA,KINKA IZAKAYA NORTH  YORK,Japanese,3.5,397,M2N 5M5
WKOUTdVJS58E178JjhwidQ,Pastel Creperies & Dessert House,Creperies,4.0,340,M2N 5R6
C8_zdU7zGLUK3uC4e5AepQ,MeNami,Japanese,4.0,486,M2N 5S1
xaqW4NkmUCGRRjmLxiFJ6Q,Muncheez,Creperies,4.5,432,M2M 3X9
ui3NMjdiIrILl9JFGcLfbg,Tsujiri,Desserts,4.0,190,M2N 5N4
35SEr0cPTuoBJ1DYQ686pA,Katsuya,Japanese,4.5,367,M2M 3W5
XFU7XiXOo7LB3uPLecRlOw,Mymy Chicken,Chicken Wings,4.0,217,M2N
iMoFE2g4kDG4FfKLJvk3Jw,Buk Chang Dong Soon Tofu,Korean,4.0,354,M2N 5S1
Yv4P4qUwd7F-qQ4Y4eD1JQ,Han Ba Tang,Korean,3.5,289,M2N 5N2
e1W5fwngUYf3kdsgxo4spg,Sang-Ji Fried Bao,Noodles,4.0,203,M2N 0E6
4_L9bnIvY8TLDfiTBGcnRA,Daldongnae,Korean,4.0,292,M2M 3W5
B9HEaOiIBYduurc0AeCadg,PROJECT:FISH,Sushi Bars,4.0,193,M2N0J4
_81fRJ9m8Fn1s8ixPun46A,Union Social Eatery,Gastropubs,3.5,243,M2N 5N4
PUneCUDGvdgnay3uvI89fA,Sushi Bong,Sushi Bars,4.0,314,M2N 7A1
BmV0ZAdepydSujYJH5_EQw,Saryo Cafe,Desserts,4.0,117,M2N 5P2
cisqOxAgQPjVVr9Yzk8_dw,Bake Code  - North York,Bakeries,3.5,240,M2N 5N5
k1lSQ4VIqEn36UL1zkb3dw,VIPS Sushi,Japanese,4.0,149,M2N
i1Xkm22_96GNVVOXSUoL0A,The Captain's Boil,Cajun/Creole,3.5,298,M2N 5R4
MlwsOef4hDJVHWOzutE6yw,Cheese Garden,Custom Cakes,4.0,161,M2N 5R3
KrwGJBrSE3kN721yx-MzfQ,KINTON RAMEN,Ramen,3.5,280,M2N 5P5
cwp48KVpq0e0NfvrG2qPsA,Sansotei Ramen,Ramen,4.0,128,M2N 5R7
UpSHAMogY9ubMGbuNAV5nw,Sushi Wa,Sushi Bars,4.5,215,L4J 7L1
QePLHlU8MFaU2Sf9dzoLTg,Sushi One,Sushi Bars,3.5,162,M2N 5N5
rmfbHrbb17CV_wlbLsJmYQ,Chung Chun Rice Hotdog,Hot Dogs,4.5,86,M2N 5R6
57_msr8gjNakjGO-1f6B_g,Angus Pho House,Vietnamese,3.5,241,M2N 5S1
qhQvtMzO_an8kR0zg6tPRw,Vietnoms,Vietnamese,4.0,105,M2N 3A8
t-XUjZKLksMLX9XjJLN7AQ,Two Nine Tea,Coffee & Tea,4.0,86,M2N 6X4
ATaDg2kdS9GTln1-tS6iIw,EAT BKK Thai Kitchen & Bar,Thai,4.5,221,M2M 5M4
SEG56Wws3Wb2AXyz-eohlQ,The Keg Steakhouse + Bar,Bars,4.0,72,M2N 5P1
T6ha3lAVg7mjr6GTnH9V-A,Pojangmacha Food,Korean,4.0,102,M2N 5S2
nTMZSvPMSIofI5RLARFIaA,TORCH Pressed Sushi,Japanese,4.0,166,M2M 3W5
yhDAzBBjFujZbHwBPfE2eQ,SSAM,Korean,4.0,93,M2N 5P7
2lo7N8RZOCS0DDxO6LPQhw,Naniwa-Taro,Japanese,4.0,124,M2N 5R6
htIX-nFk6xow7UQuE4OzqQ,Leenamjang,Korean,3.5,106,M2N 6B1
-BSf1LtnOrtCWAzmumxUpw,Chatime North York,Coffee & Tea,3.5,147,M2N 7L3
wcpS12gLfPz-z11BVhL6jQ,Soul Cafe,Desserts,4.0,102,M2M 1C9
jCzrbfboRc3D-9_Gr0Wm9w,SongCook's,Korean,4.0,360,L4J 1A1
-0NrB58jqKqJfuUCDupcsw,The Fry,Bars,3.5,122,M2N 5N2
gjD6MhhRDw0X6CZP0EmGlg,Mapo Gamjatang,Korean,4.0,51,M2N 5N5
vT6VZcMVi-lxYYn9Hh7Vhg,Mr Tonkatsu,Japanese,4.0,69,M2N
dtIsT2opQvNNVk3RLOdYoQ,Allwyn's Bakery,Caribbean,4.0,56,M3A 2J8
4WW0U2mKgFYJILnWLmUwLA,Lim Ga Ne,Korean,3.5,146,M2N 5S1
6SAfQKe2oM5g_EtcYXyAMg,Ajisen Ramen,Ramen,3.5,153,M2N 5P8
3tiEjjBtdfV5_npPNzs0Cg,Dakgogi,Bars,3.5,117,M2N
fLU6c-mPPslpDNSkEgHIZw,1675 Patisserie,Patisserie/Cake Shop,4.5,28,M2N 5M6
pIB-Js9drl27qrrSjKK_eA,Artisan Noodle,Chinese,3.5,123,M2N 5R6
1VAsBosvx02jpvIUxiKvmg,The Dumpling Shop,Dim Sum,4.5,26,M2N 4Y9
l07ctcrDMV--TYwe3uzebQ,Huh Ga Ne,Korean,3.5,132,M2N 7K4
8GkANT5w7QF082uGBnzafQ,Wood House BBQ,Chinese,3.5,47,M2N 5M1
nRZjrWIzqKc26KjpBG0fHg,Cafe Princess,Coffee & Tea,3.0,174,M2N 5S2
Bh5VbI_9msk3GaD0kiKkmg,Nanashake,Ice Cream & Frozen Yogurt,3.5,63,M2N 0J6
E7Heu5iT3D1WsfxlFROgEA,Meet Fresh,Desserts,3.5,124,M2N 5R4
3-i1qd64K-WLo0fJ5wrbbw,Owl of Minerva,Korean,3.0,163,M2N 5P9
G2vakPrz7BBFY6XY3N0o9g,Blaze Pizza,Pizza,4.0,34,M2N 5X2
v5b0jWUV_F10vBvJ51A_lQ,Full House Desserts,Desserts,4.0,45,M2N 5M6
L5D0iHgx_Rvw-fKpTguq-w,PHO OK,Vietnamese,4.5,24,M2N 5M1
NUHNLaMg7aMesMdAiie73w,Paisano's Italian Garden Cafe,Italian,3.5,107,M2N 4X9
sEAKw3MZkER1u_1fzIeD3g,Gol Take-Out,Persian/Iranian,4.0,29,M2N 3G1
IeYyjnWo3eT2cVIudqFV4A,CoCo Fresh Tea & Juice,Juice Bars & Smoothies,3.5,82,M2N 7K4
pOEL97ld-FJMKO8Ki8JmYg,Oliver & Bonacini Café Grill,Italian,3.0,315,M2K 1E6
FQzSV_tUK7XG-bAoJ9sRSA,Pujukan Authentic Korean BBQ,Korean,3.5,44,M2N 5N2
EntlXD-MLYqKE85292QyrA,Another Land Coffee and More,Coffee & Tea,5.0,13,M2N 5M4
BLcvgDX3gGrymH4D6jlWfA,Goa Kitchen,Indian,4.0,62,M2K 1E6
bejxx0XrZ6Ogv-o-3InELA,Sugar Marmalade,Taiwanese,3.0,167,M2N 2N1
Fl3OriheCTatMZMlNdaCnQ,Jin's Mi-Fen,Noodles,4.0,55,M2N 5S3
LTnVQ0cIUGUa7foCqrJ27g,Gong Cha Tea,Cafes,3.5,83,M2N 5S1
4cJrGawCkZlzPoSBiQXjvA,Kenzo,Ramen,3.0,90,M2N 5N2
bH5FNVd83kLPvsv4S2FTVA,Daldongnae Korean BBQ,Barbeque,4.5,77,M2M 3X7
_rl9mrmsvPUnbAZ34g3oHA,Chicken in the Kitchen,Chicken Shop,3.5,95,M2N 5S2
AFIPIemA3dHRFxH_RgIIBA,KoSam,Korean,3.5,53,M2N 5N5
L3cr192keA1dWb_ebk1pJQ,BB Cafe,Persian/Iranian,4.0,53,M2M 3W5
E-dHCryUj-7X902H78bhoQ,Hay Sushi,Japanese,5.0,12,M2N 5N6
RlNmDWJ0kkEWXW7yORJZVw,Congee Wong,Chinese,4.0,201,M2H 1S8
NKYirjjTpzezUi4Rhj64bA,Pho 88 North York,Vietnamese,3.0,125,M2N 5P8
EkWxaYNt92DPjwXik7TbAQ,SsangKye Braised Chicken House,Korean,4.0,97,L4J
picCYFTCbz1Or7kBaS_A5Q,Kobi Korean BBQ,Barbeque,3.5,193,L4J 7Y1
XbooiPex1pWSy_pfPlavnQ,Ichiban Fish House,Seafood,3.0,71,M2N 3G1
jyKp0UsjHOgzlhslbN5HuQ,What a Bagel,Bagels,4.0,27,M2N 5X2
KxcQs2Lkm3FJiltVWXOz_Q,Hashi Izakaya,Japanese,3.5,63,M2N 5S2
6rYiexPjbJwGlpIsAJqAVg,Canaan Cake Centre,Bakeries,4.0,27,M2N 3G1
tu_bhkTGMkieJeOH3uQVHQ,Nak Won,Korean,3.0,170,M2N 5S4
KFlwmysUsRUOx4-_5PQ8xA,Symposium Cafe Restaurant & Lounge,Lounges,3.0,115,M2N 5P8
BlWnWTHXyXY1RnPRtkOqkA,Chat Bar,Chinese,4.0,27,M2N 5P9
YBcPGcpaaOHGNmLexY8yOQ,Michi Sushi,Japanese,4.0,37,M2N 4Y2
ZliAInXvbUdiN6wh2h1pEA,OneZo Tapioca,Bubble Tea,3.5,57,M2N 7A1
KvWtJUUT_nEGfWJ2u7wbdw,The Fry,Korean,3.5,97,M2M 3V9
JgkWj-e5lHRNvj1lFrZ2dA,KoSam,Korean,4.0,176,M2H 1W8
R1D4kayUgCvtFyeAC8PBhg,Ten Ren's Tea Time,Tea Rooms,3.0,80,M2N 6Z6
ZtNhshv5ofqivOGiCslqTw,M2M  Asian Grocery Store,Korean,4.0,29,M2N
HdTEsDpUBbbQZM5LbOprnQ,Bobooya,Korean,4.5,10,M2N 5N2
Yk-M1qkLN_QNHUhxBtO4bw,Roll,Korean,4.0,40,M2N 7A1
B1D4X72Hgw4DxqTEQWp31Q,Wako Sushi + Sake Bar,Japanese,3.5,62,M2N 5P7
4oWEqa3paBylDXRfTPB-bA,Jack Astor's Bar & Grill,Canadian (New),2.5,139,M2N 5P2
uUq0bMEjt202bMbRHkIcNA,Mabu Station,Taiwanese,3.0,160,M2N 5S1
efOtTiIqTvLijm3kIYgqPQ,Chowon Family Restaurant,Korean,3.5,82,M2M 1C9
3M35_fZ4jp9K502AHHtF4g,Yunshang Rice Noodle,Noodles,4.0,28,M2N 5R3
zJMnVbXUKOFkZEA2dCRsKA,The Frog: A Firkin Pub,Pubs,3.0,71,M2N 5N2
IikkB8j2E-1QmujRsPh5wQ,Kayagum,Korean,3.0,141,M2N 6K7
A6VYcmJ8Wt2yHWcVJU5wIA,Beefing with 7,Hong Kong Style Cafe,3.5,42,M2N 3G1
X2I47eENvYeVL6QlzAZ0wA,Hey Noodles,Noodles,3.5,49,M2N 0E3
ugr3e-42ZVzaVnNWOH7JDg,Haida Sandwich,Sandwiches,3.5,59,M2N 7A2
ZidQq6QYiHTQFu8E8sgd7g,Yonge Bistro,Japanese,4.0,44,M2N 7L3
5bKZts4SBkWGBls9K3OreQ,Parcheggio,Italian,3.5,78,M2K 2S3
vLg-vz5lVDrxCDafWEGbfA,Shinta Japanese BBQ,Japanese,4.0,20,M2N 6Z4
835QWShOwLeieHHR9Y4Lcg,Petit Potato,Taiwanese,4.0,26,M2N 6Z4
mymlOeTImIWcvZWFZVvbXQ,Meet You Leisure Restaurant,Chinese,4.0,28,M2N 5S1
